database,partition_level,region,k_iteration,classifier,sensitivity,MC,OC,EPQ,N_known,N_novel,N
unite,gen,ITS2,2,Consensus,0.6913193163654248,0.3086806836345752,0.007746219107340465,0.26569004584497025,97596,16266,113862
unite,gen,Full,3,RDP,0.7704564489112228,0.22954355108877722,0.089321608040201,0.20951184493898062,95520,15920,111440
unite,gen,Full,3,BLAST,0.7901905360134003,0.20980946398659966,0.004208542713567839,0.18043790380473798,95520,15920,111440
unite,gen,Full,3,SINTAX,0.7422005862646566,0.2577994137353434,0.0,0.22097092605886576,95520,15920,111440
unite,gen,Full,3,Consensus,0.7690326633165829,0.2309673366834171,0.000628140703517588,0.19806173725771717,95520,15920,111440
unite,gen,ITS1,3,RDP,0.6661308623298033,0.33386913767019666,0.04904185577407968,0.29317952597075136,95184,15864,111048
unite,gen,ITS1,3,BLAST,0.5930408472012103,0.4069591527987897,0.04021684316691881,0.354567394279951,95184,15864,111048
unite,gen,ITS1,3,SINTAX,0.6918914943688015,0.3081085056311985,0.0,0.2640930048267416,95184,15864,111048
unite,gen,ITS1,3,Consensus,0.6763006387628173,0.32369936123718274,0.009140191628845185,0.2787623370074202,95184,15864,111048
unite,gen,ITS2,3,RDP,0.7104585917394423,0.28954140826055774,0.04277939501328946,0.25428969208237656,94812,15802,110614
unite,gen,ITS2,3,BLAST,0.6573324051807788,0.3426675948192212,0.028160992279458296,0.29773808017068365,94812,15802,110614
unite,gen,ITS2,3,SINTAX,0.7323334598995908,0.26766654010040924,0.0,0.2294284629432079,94812,15802,110614
unite,gen,ITS2,3,Consensus,0.7208686664135342,0.27913133358646586,0.00531578281230224,0.2400148263330139,94812,15802,110614
unite,gen,Full,4,RDP,0.7618896078639369,0.23811039213606308,0.08730242919274425,0.21656639742987469,113124,18854,131978
unite,gen,Full,4,BLAST,0.7703581910116333,0.22964180898836675,0.007160284289805877,0.19785873403142948,113124,18854,131978
unite,gen,Full,4,SINTAX,0.7283511898447721,0.2716488101552279,0.0,0.23284183727590962,113124,18854,131978
unite,gen,Full,4,Consensus,0.7562232594321275,0.24377674056787244,0.0015911742866235282,0.209178802527694,113124,18854,131978
unite,gen,ITS1,4,RDP,0.6646620542841937,0.3353379457158063,0.04348057477381586,0.2936440355812362,112740,18790,131530
unite,gen,ITS1,4,BLAST,0.5936047543019336,0.40639524569806634,0.044970729111229374,0.35476317189994677,112740,18790,131530
unite,gen,ITS1,4,SINTAX,0.6897995387617527,0.3102004612382473,0.0,0.2658861096327834,112740,18790,131530
unite,gen,ITS1,4,Consensus,0.6739311690615576,0.3260688309384424,0.00989888238424694,0.2809016954307002,112740,18790,131530
unite,gen,ITS2,4,RDP,0.6963456921845825,0.30365430781541747,0.04145105361429714,0.26619670007240026,112470,18745,131215
unite,gen,ITS2,4,BLAST,0.6310571708011025,0.3689428291988975,0.03744998666311016,0.32158670883664214,112470,18745,131215
unite,gen,ITS2,4,SINTAX,0.7227794078420913,0.2772205921579088,0.0,0.23761765042106467,112470,18745,131215
unite,gen,ITS2,4,Consensus,0.7072463768115942,0.2927536231884058,0.006134969325153374,0.25180810120794117,112470,18745,131215
