OTU_ID	Kingdom_RDP	Kingdom_BLAST	Kingdom_SINTAX	Kingdom_Consensus	Phylum_RDP	Phylum_BLAST	Phylum_SINTAX	Phylum_Consensus	Class_RDP	Class_BLAST	Class_SINTAX	Class_Consensus	Order_RDP	Order_BLAST	Order_SINTAX	Order_Consensus	Family_RDP	Family_BLAST	Family_SINTAX	Family_Consensus	Genus_RDP	Genus_BLAST	Genus_SINTAX	Genus_Consensus	Species_RDP	Species_BLAST	Species_SINTAX	Species_Consensus
OTU_247	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Russulales	Russulales	Russulales	Russulales	Russulaceae	Russulaceae	Russulaceae	Russulaceae	Lactarius	Lactarius	Lactarius	Lactarius	Lactarius mutabilis			Lactarius mutabilis
OTU_248	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Microbotryomycetes	Microbotryomycetes	Microbotryomycetes	Microbotryomycetes	Leucosporidiales	Leucosporidiales	Leucosporidiales	Leucosporidiales	Leucosporidiaceae	Leucosporidiaceae	Leucosporidiaceae	Leucosporidiaceae	Leucosporidium	Leucosporidium	Leucosporidium	Leucosporidium	Leucosporidium intermedium	Leucosporidium intermedium		Leucosporidium intermedium
OTU_249	Fungi	Fungi	Fungi	Fungi	Monoblepharomycota	Monoblepharomycota	Monoblepharomycota	Monoblepharomycota	Sanchytriomycetes	Sanchytriomycetes	Sanchytriomycetes	Sanchytriomycetes	Sanchytriales	Sanchytriales	Sanchytriales	Sanchytriales	Sanchytriaceae	Sanchytriaceae	Sanchytriaceae	Sanchytriaceae								
OTU_250	Fungi		Fungi	Fungi																								
OTU_251	Fungi		Fungi	Fungi																								
OTU_252	Fungi	Fungi	Fungi	Fungi																								
OTU_253	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota																				
OTU_254	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Pezizomycetes	Pezizomycetes	Pezizomycetes	Pezizomycetes	Pezizales	Pezizales	Pezizales	Pezizales	Pyronemataceae	Pyronemataceae	Pyronemataceae	Pyronemataceae	Sphaerosporella	Sphaerosporella	Sphaerosporella	Sphaerosporella	Sphaerosporella sp 			Sphaerosporella sp 
OTU_255	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Thelephorales	Thelephorales	Thelephorales	Thelephorales	Thelephoraceae	Thelephoraceae	Thelephoraceae	Thelephoraceae								
OTU_256	Fungi	Fungi	Fungi	Fungi	Chytridiomycota	Chytridiomycota	Chytridiomycota	Chytridiomycota	Spizellomycetes	Spizellomycetes	Spizellomycetes	Spizellomycetes	Spizellomycetales	Spizellomycetales	Spizellomycetales	Spizellomycetales	Powellomycetaceae	Powellomycetaceae	Powellomycetaceae	Powellomycetaceae								
OTU_257	Fungi	Fungi	Fungi	Fungi																								
OTU_258	Fungi	Fungi	Fungi	Fungi		Chytridiomycota		Chytridiomycota		Spizellomycetes		Spizellomycetes		Spizellomycetales		Spizellomycetales												
OTU_259	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Sebacinales	Sebacinales	Sebacinales	Sebacinales	Serendipitaceae	Serendipitaceae	Serendipitaceae	Serendipitaceae	Serendipita	Serendipita	Serendipita	Serendipita				
OTU_260	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricales	Agaricales	Agaricales	Agaricales	Inocybaceae	Inocybaceae	Inocybaceae	Inocybaceae	Inocybe	Inocybe	Inocybe	Inocybe	Inocybe flavella	Inocybe flavella		Inocybe flavella
OTU_261	Fungi	Fungi	Fungi	Fungi																								
OTU_262	Fungi	Fungi	Fungi	Fungi	Mortierellomycota	Mortierellomycota	Mortierellomycota	Mortierellomycota	Mortierellomycetes	Mortierellomycetes	Mortierellomycetes	Mortierellomycetes	Mortierellales	Mortierellales	Mortierellales	Mortierellales	Mortierellaceae	Mortierellaceae	Mortierellaceae	Mortierellaceae	Mortierella	Mortierella	Mortierella	Mortierella	Mortierella sp 			Mortierella sp 
OTU_263	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Pleosporales	Pleosporales	Pleosporales	Pleosporales	Pleosporaceae	Pleosporaceae	Pleosporaceae	Pleosporaceae	Drechslera		Drechslera	Drechslera	Drechslera sp 			Drechslera sp 
OTU_264	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariales	Sordariales	Sordariales	Sordariales	Chaetomiaceae	Chaetomiaceae	Chaetomiaceae	Chaetomiaceae								
OTU_265	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Leotiomycetes		Leotiomycetes	Leotiomycetes	Helotiales		Helotiales	Helotiales	Incertae_sedis			Incertae_sedis	Leptodontidium			Leptodontidium	Leptodontidium irregulare			Leptodontidium irregulare
OTU_266	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Eurotiomycetes	Eurotiomycetes	Eurotiomycetes	Eurotiomycetes	Eurotiales	Eurotiales	Eurotiales	Eurotiales	Trichocomaceae	Trichocomaceae	Trichocomaceae	Trichocomaceae	Talaromyces	Talaromyces	Talaromyces	Talaromyces	Talaromyces ucrainicus			Talaromyces ucrainicus
OTU_267	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariales	Sordariales	Sordariales	Sordariales												
OTU_268	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Microbotryomycetes	Microbotryomycetes	Microbotryomycetes	Microbotryomycetes	Leucosporidiales		Leucosporidiales	Leucosporidiales												
OTU_269	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricales	Agaricales	Agaricales	Agaricales	Inocybaceae	Inocybaceae	Inocybaceae	Inocybaceae	Inocybe	Inocybe	Inocybe	Inocybe	Inocybe dunensis	Inocybe dunensis		Inocybe dunensis
OTU_270	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Eurotiomycetes	Eurotiomycetes	Eurotiomycetes	Eurotiomycetes	Eurotiales	Eurotiales	Eurotiales	Eurotiales	Trichocomaceae	Trichocomaceae	Trichocomaceae	Trichocomaceae	Talaromyces	Talaromyces	Talaromyces	Talaromyces				
OTU_271	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Pleosporales	Pleosporales	Pleosporales	Pleosporales			Pleomassariaceae	Pleomassariaceae			Prosthemium	Prosthemium				
OTU_272	Fungi		Fungi	Fungi																								
OTU_273	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Chaetosphaeriales		Chaetosphaeriales	Chaetosphaeriales	Chaetosphaeriaceae		Chaetosphaeriaceae	Chaetosphaeriaceae	Porosphaerella		Porosphaerella	Porosphaerella	Porosphaerella cordanophora			Porosphaerella cordanophora
OTU_274	Fungi	Fungi	Fungi	Fungi	Chytridiomycota	Chytridiomycota	Chytridiomycota	Chytridiomycota	Spizellomycetes	Spizellomycetes	Spizellomycetes	Spizellomycetes	Spizellomycetales	Spizellomycetales	Spizellomycetales	Spizellomycetales	Powellomycetaceae	Powellomycetaceae	Powellomycetaceae	Powellomycetaceae								
OTU_275	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricales	Agaricales	Agaricales	Agaricales	Lycoperdaceae		Lycoperdaceae	Lycoperdaceae	Lycoperdon		Lycoperdon	Lycoperdon	Lycoperdon pratense			Lycoperdon pratense
OTU_276	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricales	Agaricales	Agaricales	Agaricales	Hymenogastraceae	Hymenogastraceae	Hymenogastraceae	Hymenogastraceae	Naucoria		Naucoria	Naucoria	Naucoria salicis			Naucoria salicis
OTU_277	Fungi	Fungi	Fungi	Fungi	Mortierellomycota	Mortierellomycota	Mortierellomycota	Mortierellomycota	Mortierellomycetes	Mortierellomycetes	Mortierellomycetes	Mortierellomycetes	Mortierellales	Mortierellales	Mortierellales	Mortierellales	Mortierellaceae	Mortierellaceae	Mortierellaceae	Mortierellaceae	Mortierella	Mortierella	Mortierella	Mortierella				
OTU_278	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes																
OTU_279	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Pezizomycetes	Pezizomycetes	Pezizomycetes	Pezizomycetes	Pezizales	Pezizales	Pezizales	Pezizales	Pyronemataceae	Pyronemataceae	Pyronemataceae	Pyronemataceae	Tricharina	Tricharina	Tricharina	Tricharina	Tricharina sp 	Tricharina sp 		Tricharina sp 
OTU_280	Fungi	Fungi	Fungi	Fungi		Rozellomycota	Rozellomycota	Rozellomycota																				
OTU_281	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Thelephorales	Thelephorales	Thelephorales	Thelephorales	Thelephoraceae	Thelephoraceae	Thelephoraceae	Thelephoraceae	Thelephora		Thelephora	Thelephora	Thelephora sp 			Thelephora sp 
OTU_282	Fungi	Fungi	Fungi	Fungi	Ascomycota		Ascomycota	Ascomycota	Sordariomycetes		Sordariomycetes	Sordariomycetes	Hypocreales		Hypocreales	Hypocreales			Nectriaceae	Nectriaceae			Fusicolla	Fusicolla				
OTU_283	Fungi	Fungi	Fungi	Fungi	Chytridiomycota	Chytridiomycota	Chytridiomycota	Chytridiomycota	Rhizophydiomycetes	Rhizophydiomycetes	Rhizophydiomycetes	Rhizophydiomycetes	Rhizophydiales	Rhizophydiales	Rhizophydiales	Rhizophydiales	Rhizophydiaceae	Rhizophydiaceae	Rhizophydiaceae	Rhizophydiaceae	Rhizophydium	Rhizophydium	Rhizophydium	Rhizophydium	Rhizophydium brooksianum			Rhizophydium brooksianum
OTU_284	Fungi		Fungi	Fungi																								
OTU_285	Fungi		Fungi	Fungi	Ascomycota		Ascomycota	Ascomycota	Sordariomycetes		Sordariomycetes	Sordariomycetes																
OTU_286	Fungi		Fungi	Fungi																								
OTU_287	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Leotiomycetes	Leotiomycetes	Leotiomycetes	Leotiomycetes	Helotiales	Helotiales	Helotiales	Helotiales		Helotiaceae	Helotiaceae	Helotiaceae		Meliniomyces	Meliniomyces	Meliniomyces				
OTU_288	Fungi	Fungi	Fungi	Fungi	Chytridiomycota		Chytridiomycota	Chytridiomycota	Rhizophydiomycetes		Rhizophydiomycetes	Rhizophydiomycetes	Rhizophydiales		Rhizophydiales	Rhizophydiales	Incertae_sedis			Incertae_sedis	Operculomyces			Operculomyces	Operculomyces laminatus			Operculomyces laminatus
OTU_289	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Hypocreales	Hypocreales	Hypocreales	Hypocreales	Bionectriaceae	Bionectriaceae	Bionectriaceae	Bionectriaceae	Gliomastix	Gliomastix	Gliomastix	Gliomastix				
OTU_290	Fungi	Fungi	Fungi	Fungi	Ascomycota		Ascomycota	Ascomycota	Sordariomycetes		Sordariomycetes	Sordariomycetes																
OTU_291	Fungi		Fungi	Fungi																								
OTU_292	Fungi	Fungi	Fungi	Fungi	Chytridiomycota		Chytridiomycota	Chytridiomycota																				
OTU_293	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Pezizomycetes	Pezizomycetes	Pezizomycetes	Pezizomycetes	Pezizales	Pezizales	Pezizales	Pezizales	Pezizaceae	Pezizaceae	Pezizaceae	Pezizaceae								
OTU_294	Fungi	Fungi	Fungi	Fungi	Mortierellomycota	Mortierellomycota	Mortierellomycota	Mortierellomycota	Mortierellomycetes	Mortierellomycetes	Mortierellomycetes	Mortierellomycetes	Mortierellales	Mortierellales	Mortierellales	Mortierellales	Mortierellaceae	Mortierellaceae	Mortierellaceae	Mortierellaceae	Mortierella	Mortierella	Mortierella	Mortierella	Mortierella echinosphaera			Mortierella echinosphaera
OTU_295	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Hypocreales	Hypocreales	Hypocreales	Hypocreales	Clavicipitaceae	Clavicipitaceae	Clavicipitaceae	Clavicipitaceae	Metarhizium		Metarhizium	Metarhizium	Metarhizium carneum			Metarhizium carneum
OTU_296	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariales	Sordariales	Sordariales	Sordariales	Lasiosphaeriaceae	Lasiosphaeriaceae	Lasiosphaeriaceae	Lasiosphaeriaceae								
OTU_297	Fungi	Fungi	Fungi	Fungi	Mortierellomycota	Mortierellomycota	Mortierellomycota	Mortierellomycota	Mortierellomycetes	Mortierellomycetes	Mortierellomycetes	Mortierellomycetes	Mortierellales	Mortierellales	Mortierellales	Mortierellales	Mortierellaceae	Mortierellaceae	Mortierellaceae	Mortierellaceae	Mortierella	Mortierella	Mortierella	Mortierella	Mortierella sp 			Mortierella sp 
OTU_298	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetes	Archaeorhizomycetes	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetales	Archaeorhizomycetales	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomycetaceae	Archaeorhizomycetaceae	Archaeorhizomycetaceae	Archaeorhizomyces	Archaeorhizomyces	Archaeorhizomyces	Archaeorhizomyces				
OTU_299	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricales	Agaricales	Agaricales	Agaricales	Hymenogastraceae	Hymenogastraceae	Hymenogastraceae	Hymenogastraceae	Hebeloma	Hebeloma	Hebeloma	Hebeloma	Hebeloma rostratum			Hebeloma rostratum
OTU_300	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes		Coniochaetales	Coniochaetales	Coniochaetales		Coniochaetaceae	Coniochaetaceae	Coniochaetaceae		Coniochaeta		Coniochaeta		Coniochaeta sp 		Coniochaeta sp 
OTU_301	Fungi	Fungi	Fungi	Fungi																								
OTU_302	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Pleosporales	Pleosporales	Pleosporales	Pleosporales	Cucurbitariaceae			Cucurbitariaceae								
OTU_303	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Leotiomycetes	Leotiomycetes	Leotiomycetes	Leotiomycetes	Helotiales	Helotiales	Helotiales	Helotiales												
OTU_304	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariales	Sordariales	Sordariales	Sordariales	Lasiosphaeriaceae	Lasiosphaeriaceae	Lasiosphaeriaceae	Lasiosphaeriaceae	Podospora	Podospora	Podospora	Podospora	Podospora longicollis			Podospora longicollis
OTU_305	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Eurotiomycetes	Eurotiomycetes	Eurotiomycetes	Eurotiomycetes	Onygenales	Onygenales	Onygenales	Onygenales	Onygenaceae	Onygenaceae	Onygenaceae	Onygenaceae	Auxarthron	Auxarthron	Auxarthron	Auxarthron	Auxarthron umbrinum			Auxarthron umbrinum
OTU_306	Fungi	Fungi	Fungi	Fungi	Mortierellomycota	Mortierellomycota	Mortierellomycota	Mortierellomycota	Mortierellomycetes	Mortierellomycetes	Mortierellomycetes	Mortierellomycetes	Mortierellales	Mortierellales	Mortierellales	Mortierellales	Mortierellaceae	Mortierellaceae	Mortierellaceae	Mortierellaceae	Mortierella	Mortierella	Mortierella	Mortierella	Mortierella elongata			Mortierella elongata
OTU_307	Fungi		Fungi	Fungi																								
OTU_308	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricales	Agaricales	Agaricales	Agaricales												
OTU_309	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Pleosporales	Pleosporales	Pleosporales	Pleosporales												
OTU_310	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricales	Agaricales	Agaricales	Agaricales												
OTU_311	Fungi	Fungi	Fungi	Fungi	Mortierellomycota	Mortierellomycota	Mortierellomycota	Mortierellomycota	Mortierellomycetes	Mortierellomycetes	Mortierellomycetes	Mortierellomycetes	Mortierellales	Mortierellales	Mortierellales	Mortierellales	Mortierellaceae	Mortierellaceae	Mortierellaceae	Mortierellaceae	Mortierella	Mortierella	Mortierella	Mortierella				
OTU_312	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricales	Agaricales	Agaricales	Agaricales	Cortinariaceae	Cortinariaceae	Cortinariaceae	Cortinariaceae	Cortinarius	Cortinarius	Cortinarius	Cortinarius				
OTU_313	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Hypocreales	Hypocreales	Hypocreales	Hypocreales	Nectriaceae	Nectriaceae	Nectriaceae	Nectriaceae								
OTU_314	Fungi	Fungi	Fungi	Fungi		Basidiomycota		Basidiomycota																				
OTU_315	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Wallemiomycetes	Wallemiomycetes	Wallemiomycetes	Wallemiomycetes	Wallemiales	Wallemiales	Wallemiales	Wallemiales	Wallemiaceae	Wallemiaceae	Wallemiaceae	Wallemiaceae	Wallemia	Wallemia	Wallemia	Wallemia				
OTU_316	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Hypocreales	Hypocreales	Hypocreales	Hypocreales	Incertae_sedis	Incertae_sedis		Incertae_sedis	Sarocladium	Sarocladium		Sarocladium	Sarocladium kiliense			Sarocladium kiliense
OTU_317	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Leotiomycetes	Leotiomycetes	Leotiomycetes	Leotiomycetes	Helotiales	Helotiales	Helotiales	Helotiales												
OTU_318	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricales	Agaricales	Agaricales	Agaricales	Inocybaceae	Inocybaceae	Inocybaceae	Inocybaceae	Inocybe	Inocybe	Inocybe	Inocybe	Inocybe sp 			Inocybe sp 
OTU_319	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Thelephorales	Thelephorales	Thelephorales	Thelephorales	Thelephoraceae	Thelephoraceae	Thelephoraceae	Thelephoraceae	Tomentella	Tomentella	Tomentella	Tomentella	Tomentella sp 			Tomentella sp 
OTU_320	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Pleosporales	Pleosporales	Pleosporales	Pleosporales	Sporormiaceae	Sporormiaceae	Sporormiaceae	Sporormiaceae	Preussia	Preussia	Preussia	Preussia				
OTU_321	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Pleosporales	Pleosporales	Pleosporales	Pleosporales	Phaeosphaeriaceae		Phaeosphaeriaceae	Phaeosphaeriaceae	Paraphoma		Paraphoma	Paraphoma	Paraphoma radicina			Paraphoma radicina
OTU_322	Fungi	Fungi	Fungi	Fungi	Mortierellomycota	Mortierellomycota	Mortierellomycota	Mortierellomycota	Mortierellomycetes	Mortierellomycetes	Mortierellomycetes	Mortierellomycetes	Mortierellales	Mortierellales	Mortierellales	Mortierellales	Mortierellaceae	Mortierellaceae	Mortierellaceae	Mortierellaceae	Mortierella	Mortierella	Mortierella	Mortierella	Mortierella sp 			Mortierella sp 
OTU_323	Fungi	Fungi	Fungi	Fungi																								
OTU_324	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariales	Sordariales	Sordariales	Sordariales												
OTU_325	Fungi		Fungi	Fungi	Ascomycota		Ascomycota	Ascomycota			Sordariomycetes	Sordariomycetes																
OTU_326	Fungi	Fungi	Fungi	Fungi	Chytridiomycota	Chytridiomycota	Chytridiomycota	Chytridiomycota	Rhizophydiomycetes	Rhizophydiomycetes	Rhizophydiomycetes	Rhizophydiomycetes	Rhizophydiales	Rhizophydiales	Rhizophydiales	Rhizophydiales	Rhizophydiaceae	Rhizophydiaceae	Rhizophydiaceae	Rhizophydiaceae	Rhizophydium	Rhizophydium	Rhizophydium	Rhizophydium				
OTU_327	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Hypocreales	Hypocreales	Hypocreales	Hypocreales	Incertae_sedis	Incertae_sedis		Incertae_sedis	Acremonium	Acremonium		Acremonium				
OTU_328	Fungi	Fungi	Fungi	Fungi			Basidiobolomycota	Basidiobolomycota																				
OTU_329	Fungi	Fungi	Fungi	Fungi	Glomeromycota	Glomeromycota	Glomeromycota	Glomeromycota	Paraglomeromycetes	Paraglomeromycetes	Paraglomeromycetes	Paraglomeromycetes	Paraglomerales	Paraglomerales	Paraglomerales	Paraglomerales	Paraglomeraceae	Paraglomeraceae	Paraglomeraceae	Paraglomeraceae	Paraglomus	Paraglomus	Paraglomus	Paraglomus	Paraglomus brasilianum	Paraglomus brasilianum		Paraglomus brasilianum
OTU_330	Fungi	Fungi	Fungi	Fungi																								
OTU_331	Fungi	Fungi	Fungi	Fungi	Olpidiomycota	Olpidiomycota	Olpidiomycota	Olpidiomycota	Olpidiomycetes	Olpidiomycetes	Olpidiomycetes	Olpidiomycetes	Olpidiales	Olpidiales	Olpidiales	Olpidiales	Olpidiaceae	Olpidiaceae	Olpidiaceae	Olpidiaceae								
OTU_332	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariales	Sordariales	Sordariales	Sordariales												
OTU_333	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Pezizomycetes	Pezizomycetes	Pezizomycetes	Pezizomycetes	Pezizales	Pezizales	Pezizales	Pezizales	Ascobolaceae	Ascobolaceae	Ascobolaceae	Ascobolaceae								
OTU_334	Fungi	Fungi	Fungi	Fungi	Chytridiomycota		Basidiomycota	Chytridiomycota	Rhizophydiomycetes		Agaricomycetes	Rhizophydiomycetes	Rhizophydiales		Russulales	Rhizophydiales	Incertae_sedis		Russulaceae	Incertae_sedis	Operculomyces		Russula	Operculomyces	Operculomyces laminatus			Operculomyces laminatus
OTU_335	Fungi	Fungi	Fungi	Fungi	Mortierellomycota	Mortierellomycota	Mortierellomycota	Mortierellomycota	Mortierellomycetes	Mortierellomycetes	Mortierellomycetes	Mortierellomycetes	Mortierellales	Mortierellales	Mortierellales	Mortierellales	Mortierellaceae	Mortierellaceae	Mortierellaceae	Mortierellaceae	Mortierella	Mortierella	Mortierella	Mortierella				
OTU_336	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellomycetes	Cystofilobasidiales	Cystofilobasidiales	Cystofilobasidiales	Cystofilobasidiales	Mrakiaceae	Mrakiaceae	Mrakiaceae	Mrakiaceae	Itersonilia	Itersonilia	Itersonilia	Itersonilia	Itersonilia perplexans	Itersonilia perplexans		Itersonilia perplexans
OTU_337	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Leotiomycetes	Leotiomycetes	Leotiomycetes	Leotiomycetes	Helotiales	Helotiales	Helotiales	Helotiales												
OTU_338	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Eurotiomycetes	Eurotiomycetes	Eurotiomycetes	Eurotiomycetes	Eurotiales	Eurotiales	Eurotiales	Eurotiales	Aspergillaceae	Aspergillaceae	Aspergillaceae	Aspergillaceae	Aspergillus	Aspergillus	Aspergillus	Aspergillus	Aspergillus caninus	Aspergillus caninus		Aspergillus caninus
OTU_339	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetes	Archaeorhizomycetes	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetales	Archaeorhizomycetales	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomycetaceae	Archaeorhizomycetaceae	Archaeorhizomycetaceae	Archaeorhizomyces	Archaeorhizomyces	Archaeorhizomyces	Archaeorhizomyces	Archaeorhizomyces sp 			Archaeorhizomyces sp 
OTU_340	Fungi		Fungi	Fungi																								
