OTU_ID	Kingdom_RDP	Kingdom_BLAST	Kingdom_SINTAX	Kingdom_Consensus	Phylum_RDP	Phylum_BLAST	Phylum_SINTAX	Phylum_Consensus	Class_RDP	Class_BLAST	Class_SINTAX	Class_Consensus	Order_RDP	Order_BLAST	Order_SINTAX	Order_Consensus	Family_RDP	Family_BLAST	Family_SINTAX	Family_Consensus	Genus_RDP	Genus_BLAST	Genus_SINTAX	Genus_Consensus	Species_RDP	Species_BLAST	Species_SINTAX	Species_Consensus
OTU_341	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Hypocreales	Hypocreales	Hypocreales	Hypocreales	Incertae_sedis	Incertae_sedis		Incertae_sedis	Acremonium	Acremonium		Acremonium	Acremonium polychromum			Acremonium polychromum
OTU_342	Fungi	Fungi	Fungi	Fungi	Monoblepharomycota	Monoblepharomycota	Monoblepharomycota	Monoblepharomycota	Sanchytriomycetes	Sanchytriomycetes	Sanchytriomycetes	Sanchytriomycetes	Sanchytriales	Sanchytriales	Sanchytriales	Sanchytriales	Sanchytriaceae	Sanchytriaceae	Sanchytriaceae	Sanchytriaceae	Sanchytrium		Sanchytrium	Sanchytrium	Sanchytrium sp 			Sanchytrium sp 
OTU_343	Fungi	Fungi	Fungi	Fungi			Ascomycota	Ascomycota			Sordariomycetes	Sordariomycetes			Chaetosphaeriales	Chaetosphaeriales			Chaetosphaeriaceae	Chaetosphaeriaceae			Chloridium	Chloridium				
OTU_344	Fungi	Fungi	Fungi	Fungi	Glomeromycota	Glomeromycota	Glomeromycota	Glomeromycota	Glomeromycetes	Glomeromycetes	Glomeromycetes	Glomeromycetes	Glomerales	Glomerales	Glomerales	Glomerales	Glomeraceae	Glomeraceae	Glomeraceae	Glomeraceae	Glomus	Glomus	Glomus	Glomus				
OTU_345	Fungi		Fungi	Fungi																								
OTU_346	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Hypocreales	Hypocreales	Hypocreales	Hypocreales												
OTU_347	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricales	Agaricales	Agaricales	Agaricales	Inocybaceae	Inocybaceae	Inocybaceae	Inocybaceae	Inocybe	Inocybe	Inocybe	Inocybe	Inocybe sp 			Inocybe sp 
OTU_348	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota																				
OTU_349	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetes	Archaeorhizomycetes	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetales	Archaeorhizomycetales	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomycetaceae	Archaeorhizomycetaceae	Archaeorhizomycetaceae	Archaeorhizomyces	Archaeorhizomyces	Archaeorhizomyces	Archaeorhizomyces				
OTU_350	Fungi	Fungi	Fungi	Fungi																								
OTU_351	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Leotiomycetes	Leotiomycetes	Leotiomycetes	Leotiomycetes	Helotiales	Helotiales	Helotiales	Helotiales												
OTU_352	Fungi	Fungi	Fungi	Fungi																								
OTU_353	Fungi	Fungi	Fungi	Fungi			Basidiobolomycota	Basidiobolomycota																				
OTU_354	Fungi	Fungi	Fungi	Fungi	Rozellomycota	Rozellomycota	Rozellomycota	Rozellomycota																				
OTU_355	Fungi		Fungi	Fungi																								
OTU_356	Fungi	Fungi	Fungi	Fungi	Mortierellomycota		Mortierellomycota	Mortierellomycota	Mortierellomycetes		Mortierellomycetes	Mortierellomycetes	Mortierellales		Mortierellales	Mortierellales	Mortierellaceae		Mortierellaceae	Mortierellaceae	Mortierella		Mortierella	Mortierella	Mortierella sp 			Mortierella sp 
OTU_357	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricales	Agaricales	Agaricales	Agaricales	Psathyrellaceae	Psathyrellaceae	Psathyrellaceae	Psathyrellaceae	Coprinopsis	Coprinopsis	Coprinopsis	Coprinopsis	Coprinopsis phlyctidospora	Coprinopsis phlyctidospora		Coprinopsis phlyctidospora
OTU_358	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricales	Agaricales	Agaricales	Agaricales												
OTU_359	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Leotiomycetes	Leotiomycetes	Leotiomycetes	Leotiomycetes	Helotiales	Helotiales	Helotiales	Helotiales	Helotiaceae	Helotiaceae	Helotiaceae	Helotiaceae	Scytalidium	Scytalidium	Scytalidium	Scytalidium	Scytalidium sp 			Scytalidium sp 
OTU_360	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Leotiomycetes	Leotiomycetes	Leotiomycetes	Leotiomycetes																
OTU_361	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellomycetes	Filobasidiales	Filobasidiales	Filobasidiales	Filobasidiales	Filobasidiaceae		Filobasidiaceae	Filobasidiaceae	Goffeauzyma		Goffeauzyma	Goffeauzyma	Goffeauzyma gastrica			Goffeauzyma gastrica
OTU_362	Fungi	Fungi	Fungi	Fungi	Chytridiomycota		Chytridiomycota	Chytridiomycota	Rhizophydiomycetes		Rhizophydiomycetes	Rhizophydiomycetes	Rhizophydiales		Rhizophydiales	Rhizophydiales	Incertae_sedis			Incertae_sedis	Operculomyces			Operculomyces	Operculomyces laminatus			Operculomyces laminatus
OTU_363	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Thelephorales	Thelephorales	Thelephorales	Thelephorales	Thelephoraceae	Thelephoraceae	Thelephoraceae	Thelephoraceae	Tomentella		Tomentella	Tomentella	Tomentella sp 			Tomentella sp 
OTU_364	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Eurotiomycetes	Eurotiomycetes	Eurotiomycetes	Eurotiomycetes	Chaetothyriales	Chaetothyriales	Chaetothyriales	Chaetothyriales	Herpotrichiellaceae	Herpotrichiellaceae	Herpotrichiellaceae	Herpotrichiellaceae	Cladophialophora	Cladophialophora	Cladophialophora	Cladophialophora	Cladophialophora chaetospira			Cladophialophora chaetospira
OTU_365	Fungi	Fungi	Fungi	Fungi	Glomeromycota	Glomeromycota	Glomeromycota	Glomeromycota	Glomeromycetes			Glomeromycetes	Glomerales			Glomerales	Glomeraceae			Glomeraceae								
OTU_366	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Capnodiales	Capnodiales	Capnodiales	Capnodiales	Mycosphaerellaceae	Mycosphaerellaceae	Mycosphaerellaceae	Mycosphaerellaceae	Ramularia	Ramularia	Ramularia	Ramularia				
OTU_367	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Pezizomycetes	Pezizomycetes	Pezizomycetes	Pezizomycetes	Pezizales	Pezizales	Pezizales	Pezizales	Pezizaceae	Pezizaceae	Pezizaceae	Pezizaceae								
OTU_368	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Coniochaetales	Coniochaetales	Coniochaetales	Coniochaetales	Coniochaetaceae	Coniochaetaceae	Coniochaetaceae	Coniochaetaceae	Coniochaeta	Coniochaeta	Coniochaeta	Coniochaeta				
OTU_369	Fungi	Fungi	Fungi	Fungi	Mortierellomycota	Mortierellomycota	Mortierellomycota	Mortierellomycota	Mortierellomycetes	Mortierellomycetes	Mortierellomycetes	Mortierellomycetes	Mortierellales	Mortierellales	Mortierellales	Mortierellales	Mortierellaceae	Mortierellaceae	Mortierellaceae	Mortierellaceae	Mortierella	Mortierella	Mortierella	Mortierella				
OTU_370	Fungi	Fungi	Fungi	Fungi			Ascomycota	Ascomycota																				
OTU_371	Fungi	Fungi	Fungi	Fungi	Rozellomycota	Rozellomycota	Rozellomycota	Rozellomycota	Incertae_sedis	Incertae_sedis		Incertae_sedis	Gs11	GS11														
OTU_372	Fungi		Fungi	Fungi																								
OTU_373	Fungi		Fungi	Fungi																								
OTU_374	Fungi	Fungi	Fungi	Fungi																								
OTU_375	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Leotiomycetes	Leotiomycetes	Leotiomycetes	Leotiomycetes	Helotiales	Helotiales	Helotiales	Helotiales	Helotiaceae	Helotiaceae	Helotiaceae	Helotiaceae	Scytalidium	Scytalidium	Scytalidium	Scytalidium				
OTU_376	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota	Sordariomycetes	Sordariomycetes		Sordariomycetes	Sordariales	Sordariales		Sordariales		Lasiosphaeriaceae		Lasiosphaeriaceae								
OTU_377	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariales	Sordariales	Sordariales	Sordariales	Lasiosphaeriaceae	Lasiosphaeriaceae	Lasiosphaeriaceae	Lasiosphaeriaceae	Cercophora	Cercophora	Cercophora	Cercophora	Cercophora sp 			Cercophora sp 
OTU_378	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Sebacinales	Sebacinales	Sebacinales	Sebacinales	Sebacinaceae	Sebacinaceae	Sebacinaceae	Sebacinaceae	Sebacina	Sebacina	Sebacina	Sebacina				
OTU_379	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Eurotiomycetes	Eurotiomycetes	Eurotiomycetes	Eurotiomycetes	Eurotiales	Eurotiales	Eurotiales	Eurotiales	Elaphomycetaceae	Elaphomycetaceae	Elaphomycetaceae	Elaphomycetaceae	Elaphomyces	Elaphomyces	Elaphomyces	Elaphomyces	Elaphomyces papillatus			Elaphomyces papillatus
OTU_380	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricales	Agaricales	Agaricales	Agaricales	Crepidotaceae	Crepidotaceae	Crepidotaceae	Crepidotaceae	Simocybe	Simocybe	Simocybe	Simocybe	Simocybe sp 			Simocybe sp 
OTU_381	Fungi	Fungi	Fungi	Fungi		Blastocladiomycota		Blastocladiomycota																				
OTU_382	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Eurotiomycetes	Eurotiomycetes	Eurotiomycetes	Eurotiomycetes	Eurotiales	Eurotiales	Eurotiales	Eurotiales	Aspergillaceae	Aspergillaceae	Aspergillaceae	Aspergillaceae	Sclerocleista	Sclerocleista	Sclerocleista	Sclerocleista	Sclerocleista ornata	Sclerocleista ornata		Sclerocleista ornata
OTU_383	Fungi	Fungi	Fungi	Fungi																								
OTU_384	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Hypocreales	Hypocreales	Hypocreales	Hypocreales	Ophiocordycipitaceae		Ophiocordycipitaceae	Ophiocordycipitaceae	Tolypocladium		Tolypocladium	Tolypocladium	Tolypocladium album			Tolypocladium album
OTU_385	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Thelephorales	Thelephorales	Thelephorales	Thelephorales	Thelephoraceae	Thelephoraceae	Thelephoraceae	Thelephoraceae								
OTU_386	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Pezizomycetes	Pezizomycetes	Pezizomycetes	Pezizomycetes	Pezizales	Pezizales	Pezizales	Pezizales	Pezizaceae	Pezizaceae	Pezizaceae	Pezizaceae	Peziza	Peziza	Peziza	Peziza	Peziza depressa	Peziza depressa		Peziza depressa
OTU_387	Fungi	Fungi	Fungi	Fungi	Chytridiomycota	Chytridiomycota	Chytridiomycota	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidomycetes	Rhizophlyctidomycetes	Rhizophlyctidomycetes	Rhizophlyctidales	Rhizophlyctidales	Rhizophlyctidales	Rhizophlyctidales	Rhizophlyctidaceae	Rhizophlyctidaceae	Rhizophlyctidaceae	Rhizophlyctidaceae	Rhizophlyctis	Rhizophlyctis	Rhizophlyctis	Rhizophlyctis	Rhizophlyctis rosea	Rhizophlyctis rosea		Rhizophlyctis rosea
OTU_388	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Pezizomycetes	Pezizomycetes	Pezizomycetes	Pezizomycetes	Pezizales	Pezizales	Pezizales	Pezizales	Ascobolaceae	Ascobolaceae	Ascobolaceae	Ascobolaceae	Ascobolus	Ascobolus	Ascobolus	Ascobolus	Ascobolus crenulatus			Ascobolus crenulatus
OTU_389	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Pezizomycetes	Pezizomycetes	Pezizomycetes	Pezizomycetes	Pezizales	Pezizales	Pezizales	Pezizales	Pezizaceae	Pezizaceae	Pezizaceae	Pezizaceae								
OTU_390	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Pleosporales	Pleosporales	Pleosporales	Pleosporales												
OTU_391	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Hypocreales	Hypocreales	Hypocreales	Hypocreales	Hypocreaceae	Hypocreaceae	Hypocreaceae	Hypocreaceae	Trichoderma	Trichoderma	Trichoderma	Trichoderma				
OTU_392	Fungi	Fungi	Fungi	Fungi																								
OTU_393	Fungi		Fungi	Fungi																								
OTU_394	Fungi		Fungi	Fungi	Ascomycota		Ascomycota	Ascomycota																				
OTU_395	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Eurotiomycetes	Eurotiomycetes	Eurotiomycetes	Eurotiomycetes	Eurotiales	Eurotiales	Eurotiales	Eurotiales	Aspergillaceae	Aspergillaceae	Aspergillaceae	Aspergillaceae	Penicillium	Penicillium	Penicillium	Penicillium				
OTU_396	Fungi		Fungi	Fungi																								
OTU_397	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Hypocreales	Hypocreales	Hypocreales	Hypocreales												
OTU_398	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Hypocreales	Hypocreales	Hypocreales	Hypocreales	Clavicipitaceae	Clavicipitaceae	Clavicipitaceae	Clavicipitaceae	Metacordyceps	Metacordyceps	Metacordyceps	Metacordyceps	Metacordyceps chlamydosporia	Metacordyceps chlamydosporia		Metacordyceps chlamydosporia
OTU_399	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Boletales	Boletales	Boletales	Boletales	Sclerodermataceae	Sclerodermataceae	Sclerodermataceae	Sclerodermataceae	Scleroderma	Scleroderma	Scleroderma	Scleroderma	Scleroderma areolatum			Scleroderma areolatum
OTU_400	Fungi	Fungi	Fungi	Fungi			Ascomycota	Ascomycota			Sordariomycetes	Sordariomycetes			Hypocreales	Hypocreales			Nectriaceae	Nectriaceae								
OTU_401	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Pleosporales	Pleosporales	Pleosporales	Pleosporales												
OTU_402	Fungi	Fungi	Fungi	Fungi		Basidiomycota		Basidiomycota																				
OTU_403	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Eurotiomycetes	Eurotiomycetes	Eurotiomycetes	Eurotiomycetes	Eurotiales	Eurotiales	Eurotiales	Eurotiales	Aspergillaceae	Aspergillaceae	Aspergillaceae	Aspergillaceae	Aspergillus	Aspergillus	Aspergillus	Aspergillus				
OTU_404	Fungi	Fungi	Fungi	Fungi	Ascomycota		Ascomycota	Ascomycota	Sordariomycetes		Sordariomycetes	Sordariomycetes	Sordariales		Sordariales	Sordariales	Lasiosphaeriaceae		Lasiosphaeriaceae	Lasiosphaeriaceae								
OTU_405	Fungi	Fungi	Fungi	Fungi	Ascomycota		Ascomycota	Ascomycota	Sordariomycetes		Sordariomycetes	Sordariomycetes																
OTU_406	Fungi	Fungi	Fungi	Fungi	Ascomycota		Ascomycota	Ascomycota	Sordariomycetes		Sordariomycetes	Sordariomycetes	Xylariales		Xylariales	Xylariales	Hyponectriaceae		Hyponectriaceae	Hyponectriaceae	Monographella		Monographella	Monographella	Monographella nivalis			Monographella nivalis
OTU_407	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Hymenochaetales	Hymenochaetales	Hymenochaetales	Hymenochaetales	Schizoporaceae	Schizoporaceae	Schizoporaceae	Schizoporaceae	Hyphodontia	Hyphodontia	Hyphodontia	Hyphodontia	Hyphodontia sp 			Hyphodontia sp 
OTU_408	Fungi	Fungi	Fungi	Fungi																								
OTU_409	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes			Pleosporales	Pleosporales			Didymellaceae	Didymellaceae			Epicoccum	Epicoccum				
OTU_410	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes		Sordariales	Sordariales	Sordariales												
OTU_411	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes																
OTU_412	Fungi	Fungi	Fungi	Fungi		Ascomycota		Ascomycota		Dothideomycetes		Dothideomycetes																
OTU_413	Fungi	Fungi	Fungi	Fungi		Chytridiomycota		Chytridiomycota		Rhizophydiomycetes		Rhizophydiomycetes		Rhizophydiales		Rhizophydiales		Rhizophydiaceae		Rhizophydiaceae		Rhizophydium		Rhizophydium				
OTU_414	Fungi	Fungi	Fungi	Fungi																								
OTU_415	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Leotiomycetes	Leotiomycetes	Leotiomycetes	Leotiomycetes	Helotiales	Helotiales	Helotiales	Helotiales	Incertae_sedis	Incertae_sedis		Incertae_sedis	Leohumicola	Leohumicola		Leohumicola				
OTU_416	Fungi		Fungi	Fungi																								
OTU_417	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricales	Agaricales	Agaricales	Agaricales	Agaricaceae	Agaricaceae	Agaricaceae	Agaricaceae	Echinoderma		Echinoderma	Echinoderma	Echinoderma echinaceum			Echinoderma echinaceum
OTU_418	Fungi		Fungi	Fungi																								
OTU_419	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Microbotryomycetes	Microbotryomycetes	Microbotryomycetes	Microbotryomycetes																
OTU_420	Fungi	Fungi	Fungi	Fungi	Basidiomycota		Basidiomycota	Basidiomycota	Agaricomycetes		Agaricomycetes	Agaricomycetes	Agaricales		Agaricales	Agaricales												
OTU_421	Fungi	Fungi	Fungi	Fungi		Chytridiomycota	Chytridiomycota	Chytridiomycota																				
OTU_422	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Pleosporales	Pleosporales	Pleosporales	Pleosporales	Lophiostomataceae		Lophiostomataceae	Lophiostomataceae	Lophiostoma		Lophiostoma	Lophiostoma	Lophiostoma sp 			Lophiostoma sp 
OTU_423	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Leotiomycetes	Leotiomycetes	Leotiomycetes	Leotiomycetes	Thelebolales	Thelebolales	Thelebolales	Thelebolales	Pseudeurotiaceae	Pseudeurotiaceae	Pseudeurotiaceae	Pseudeurotiaceae	Pseudogymnoascus	Pseudogymnoascus	Pseudogymnoascus	Pseudogymnoascus	Pseudogymnoascus appendiculatus			Pseudogymnoascus appendiculatus
OTU_424	Fungi	Fungi	Fungi	Fungi	Glomeromycota	Glomeromycota	Glomeromycota	Glomeromycota	Paraglomeromycetes	Paraglomeromycetes	Paraglomeromycetes	Paraglomeromycetes	Paraglomerales	Paraglomerales	Paraglomerales	Paraglomerales		Paraglomeraceae		Paraglomeraceae		Paraglomus		Paraglomus				
OTU_425	Fungi	Fungi	Fungi	Fungi		Rozellomycota		Rozellomycota																				
OTU_426	Fungi	Fungi	Fungi	Fungi																								
OTU_427	Fungi		Fungi	Fungi	Basidiomycota		Basidiomycota	Basidiomycota	Agaricomycetes		Agaricomycetes	Agaricomycetes																
OTU_428	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariales	Sordariales	Sordariales	Sordariales	Lasiosphaeriaceae	Lasiosphaeriaceae	Lasiosphaeriaceae	Lasiosphaeriaceae	Podospora		Podospora	Podospora	Podospora sp 			Podospora sp 
OTU_429	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Cantharellales	Cantharellales	Cantharellales	Cantharellales	Incertae_sedis	Incertae_sedis		Incertae_sedis	Minimedusa	Minimedusa		Minimedusa	Minimedusa polyspora	Minimedusa polyspora		Minimedusa polyspora
OTU_430	Fungi	Fungi	Fungi	Fungi	Glomeromycota	Glomeromycota	Glomeromycota	Glomeromycota	Paraglomeromycetes	Paraglomeromycetes	Paraglomeromycetes	Paraglomeromycetes	Paraglomerales	Paraglomerales	Paraglomerales	Paraglomerales												
OTU_431	Fungi	Fungi	Fungi	Fungi	Chytridiomycota	Chytridiomycota	Chytridiomycota	Chytridiomycota	Chytridiomycetes	Chytridiomycetes	Chytridiomycetes	Chytridiomycetes																
OTU_432	Fungi		Fungi	Fungi																								
OTU_433	Fungi		Fungi	Fungi																								
OTU_434	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Eurotiomycetes	Eurotiomycetes	Eurotiomycetes	Eurotiomycetes	Onygenales	Onygenales	Onygenales	Onygenales												
OTU_435	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota		Sordariomycetes		Sordariomycetes		Hypocreales		Hypocreales												
OTU_436	Fungi	Fungi	Fungi	Fungi																								
OTU_437	Fungi	Fungi	Fungi	Fungi	Mortierellomycota	Mortierellomycota	Mortierellomycota	Mortierellomycota	Mortierellomycetes	Mortierellomycetes	Mortierellomycetes	Mortierellomycetes	Mortierellales	Mortierellales	Mortierellales	Mortierellales	Mortierellaceae	Mortierellaceae	Mortierellaceae	Mortierellaceae	Mortierella	Mortierella	Mortierella	Mortierella	Mortierella angusta			Mortierella angusta
OTU_438	Fungi	Fungi	Fungi	Fungi																								
OTU_439	Fungi	Fungi	Fungi	Fungi	Mortierellomycota	Mortierellomycota	Mortierellomycota	Mortierellomycota	Mortierellomycetes	Mortierellomycetes	Mortierellomycetes	Mortierellomycetes	Mortierellales	Mortierellales	Mortierellales	Mortierellales												
OTU_440	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricales	Agaricales	Agaricales	Agaricales	Inocybaceae		Inocybaceae	Inocybaceae	Inocybe		Inocybe	Inocybe	Inocybe rimosoides			Inocybe rimosoides
OTU_441	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Eurotiomycetes	Eurotiomycetes	Eurotiomycetes	Eurotiomycetes	Onygenales	Onygenales	Onygenales	Onygenales												
OTU_442	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Leotiomycetes	Leotiomycetes	Leotiomycetes	Leotiomycetes	Helotiales	Helotiales	Helotiales	Helotiales	Myxotrichaceae	Myxotrichaceae	Myxotrichaceae	Myxotrichaceae	Oidiodendron	Oidiodendron	Oidiodendron	Oidiodendron	Oidiodendron chlamydosporicum			Oidiodendron chlamydosporicum
OTU_443	Fungi		Fungi	Fungi																								
OTU_444	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Eurotiomycetes	Eurotiomycetes	Eurotiomycetes	Eurotiomycetes	Eurotiales	Eurotiales	Eurotiales	Eurotiales	Aspergillaceae	Aspergillaceae	Aspergillaceae	Aspergillaceae	Penicillium	Penicillium	Penicillium	Penicillium				
OTU_445	Fungi		Fungi	Fungi																								
OTU_446	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Thelephorales	Thelephorales	Thelephorales	Thelephorales	Thelephoraceae	Thelephoraceae	Thelephoraceae	Thelephoraceae		Tomentella		Tomentella				
OTU_447	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Hypocreales	Hypocreales	Hypocreales	Hypocreales	Stachybotryaceae	Stachybotryaceae	Stachybotryaceae	Stachybotryaceae	Achroiostachys	Achroiostachys	Achroiostachys	Achroiostachys	Achroiostachys betulicola			Achroiostachys betulicola
OTU_448	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Hypocreales	Hypocreales	Hypocreales	Hypocreales	Nectriaceae	Nectriaceae	Nectriaceae	Nectriaceae								
