database,partition_level,region,k_iteration,classifier,sensitivity,MC,OC,EPQ,N_known,N_novel,N
unite,gen,Full,0,mothur-wang,0.5845475421162796,0.4154524578837205,0.12058769737243187,0.3733289206678221,98418,16403,114821
unite,gen,ITS1,0,mothur-wang,0.44785244867647356,0.5521475513235264,0.06488433131905023,0.4825385198943155,98298,16383,114681
unite,gen,ITS2,0,mothur-wang,0.4691940225379716,0.5308059774620284,0.06510289073983341,0.4642769650731434,97968,16328,114296
unite,gen,Full,0,mothur-knn,0.5924221179052612,0.4075778820947388,0.00012192891544229714,0.3493698887834107,98418,16403,114821
unite,gen,ITS1,0,mothur-knn,0.5503367311644184,0.4496632688355816,0.0005493499359091741,0.3855041375641998,98298,16383,114681
unite,gen,ITS2,0,mothur-knn,0.5576208557896456,0.4423791442103544,0.00030622243998040176,0.37922586967172955,97968,16328,114296
unite,fam,Full,0,mothur-wang,0.5933928858844358,0.40660711411556416,0.09417753098342185,0.31734151893495205,124260,49704,173964
unite,fam,ITS1,0,mothur-wang,0.4657002496577273,0.5342997503422727,0.01787871466537811,0.3867508830060171,124170,49668,173838
unite,fam,ITS2,0,mothur-wang,0.4773329015019635,0.5226670984980365,0.020869600421035587,0.37929638476175054,123505,49402,172907
unite,fam,Full,0,mothur-knn,0.6055528730082086,0.3944471269917914,0.07786093674553356,0.30399392977857487,124260,49704,173964
unite,fam,ITS1,0,mothur-knn,0.5688008375614078,0.43119916243859224,0.07262221148425546,0.32874860502306746,124170,49668,173838
unite,fam,ITS2,0,mothur-knn,0.5780332780049391,0.4219667219950609,0.08226387595643901,0.32490876598402607,123505,49402,172907
unite,gen,Full,1,mothur-wang,0.5676312310299239,0.43236876897007614,0.13138930785989608,0.38937170309719327,107406,17901,125307
unite,gen,ITS1,1,mothur-wang,0.4487408898581521,0.5512591101418479,0.06676732091930884,0.4820459973957709,107298,17883,125181
unite,gen,ITS2,1,mothur-wang,0.4774246083001067,0.5225753916998933,0.07025327118548885,0.45795794591212124,106842,17807,124649
unite,gen,Full,1,mothur-knn,0.5810941660614863,0.41890583393851366,0.023909278811239595,0.3624777546346174,107406,17901,125307
unite,gen,ITS1,1,mothur-knn,0.5396838710879979,0.4603161289120021,0.035620421629480516,0.3996453135859276,107298,17883,125181
unite,gen,ITS2,1,mothur-knn,0.536989199004137,0.46301080099586306,0.04335373729432246,0.40305979189564295,106842,17807,124649
unite,fam,Full,1,mothur-wang,0.6016528925619835,0.39834710743801655,0.08557276558480652,0.30898300976567084,91355,36542,127897
unite,fam,ITS1,1,mothur-wang,0.4444700082169269,0.5555299917830732,0.033662010408107366,0.4064248542473686,91275,36510,127785
unite,fam,ITS2,1,mothur-wang,0.4902668500687758,0.5097331499312242,0.038707015130674004,0.3751542542739241,90875,36350,127225
unite,fam,Full,1,mothur-knn,0.6396913141043183,0.36030868589568166,0.09958404028241476,0.28581593000617683,91355,36542,127897
unite,fam,ITS1,1,mothur-knn,0.5740892906053137,0.4259107093946864,0.08929060531361271,0.32973353680009393,91275,36510,127785
unite,fam,ITS2,1,mothur-knn,0.608121045392022,0.391878954607978,0.10528198074277854,0.3099941049322067,90875,36350,127225
unite,gen,Full,2,mothur-wang,0.5887864729581248,0.41121352704187525,0.09528751068245636,0.3660812389905297,98292,16382,114674
unite,gen,ITS1,2,mothur-wang,0.4524973519106983,0.5475026480893017,0.05383769249572232,0.47697908300450464,98184,16364,114548
unite,gen,ITS2,2,mothur-wang,0.47092499283110073,0.5290750071688992,0.06906722379255253,0.46335960954370686,97644,16274,113918
