"","database","partition_level","region","k_iteration","classifier","Metric","value"
"846","unite","gen","ITS1",2,"CB","MC",0.298987486476004
"847","unite","gen","ITS1",2,"CB","OC",0.0906362912609468
"848","unite","gen","ITS1",2,"CB","EPQ",0.26922303001671
"849","unite","gen","ITS2",2,"RDP","sensitivity",0.680642649288905
"850","unite","gen","ITS2",2,"RDP","MC",0.319357350711095
"851","unite","gen","ITS2",2,"RDP","OC",0.0639985245296938
"852","unite","gen","ITS2",2,"RDP","EPQ",0.282877518399466
"853","unite","gen","ITS2",2,"BLAST","sensitivity",0.617658510594696
"854","unite","gen","ITS2",2,"BLAST","MC",0.382341489405303
"855","unite","gen","ITS2",2,"BLAST","OC",0.0369482355834255
"856","unite","gen","ITS2",2,"BLAST","EPQ",0.332999596002178
"857","unite","gen","ITS2",2,"SINTAX","sensitivity",0.709783187835567
"858","unite","gen","ITS2",2,"SINTAX","MC",0.290216812164433
"859","unite","gen","ITS2",2,"SINTAX","OC",0
"860","unite","gen","ITS2",2,"SINTAX","EPQ",0.248757267569514
"861","unite","gen","ITS2",2,"CB","sensitivity",0.726720357391696
"862","unite","gen","ITS2",2,"CB","MC",0.273279642608304
"863","unite","gen","ITS2",2,"CB","OC",0.0928316734292389
"864","unite","gen","ITS2",2,"CB","EPQ",0.247501361297009
"865","unite","gen","Full",3,"RDP","sensitivity",0.770456448911223
"866","unite","gen","Full",3,"RDP","MC",0.229543551088777
"867","unite","gen","Full",3,"RDP","OC",0.089321608040201
"868","unite","gen","Full",3,"RDP","EPQ",0.209511844938981
"869","unite","gen","Full",3,"BLAST","sensitivity",0.7901905360134
"870","unite","gen","Full",3,"BLAST","MC",0.2098094639866
"871","unite","gen","Full",3,"BLAST","OC",0.00420854271356784
"872","unite","gen","Full",3,"BLAST","EPQ",0.180437903804738
"873","unite","gen","Full",3,"SINTAX","sensitivity",0.742200586264657
"874","unite","gen","Full",3,"SINTAX","MC",0.257799413735343
"875","unite","gen","Full",3,"SINTAX","OC",0
"876","unite","gen","Full",3,"SINTAX","EPQ",0.220970926058866
"877","unite","gen","Full",3,"CB","sensitivity",0.80088986599665
"878","unite","gen","Full",3,"CB","MC",0.19911013400335
"879","unite","gen","Full",3,"CB","OC",0.0925251256281407
"880","unite","gen","Full",3,"CB","EPQ",0.183883704235463
"881","unite","gen","ITS1",3,"RDP","sensitivity",0.666130862329803
"882","unite","gen","ITS1",3,"RDP","MC",0.333869137670197
"883","unite","gen","ITS1",3,"RDP","OC",0.0490418557740797
"884","unite","gen","ITS1",3,"RDP","EPQ",0.293179525970751
"885","unite","gen","ITS1",3,"BLAST","sensitivity",0.59304084720121
"886","unite","gen","ITS1",3,"BLAST","MC",0.40695915279879
"887","unite","gen","ITS1",3,"BLAST","OC",0.0402168431669188
"888","unite","gen","ITS1",3,"BLAST","EPQ",0.354567394279951
"889","unite","gen","ITS1",3,"SINTAX","sensitivity",0.691891494368801
"890","unite","gen","ITS1",3,"SINTAX","MC",0.308108505631199
"891","unite","gen","ITS1",3,"SINTAX","OC",0
"892","unite","gen","ITS1",3,"SINTAX","EPQ",0.264093004826742
"893","unite","gen","ITS1",3,"CB","sensitivity",0.710318961169945
"894","unite","gen","ITS1",3,"CB","MC",0.289681038830055
"895","unite","gen","ITS1",3,"CB","OC",0.0799924357034796
"896","unite","gen","ITS1",3,"CB","EPQ",0.259725524097688
"897","unite","gen","ITS2",3,"RDP","sensitivity",0.710458591739442
"898","unite","gen","ITS2",3,"RDP","MC",0.289541408260558
"899","unite","gen","ITS2",3,"RDP","OC",0.0427793950132895
"900","unite","gen","ITS2",3,"RDP","EPQ",0.254289692082377
"901","unite","gen","ITS2",3,"BLAST","sensitivity",0.657332405180779
"902","unite","gen","ITS2",3,"BLAST","MC",0.342667594819221
"903","unite","gen","ITS2",3,"BLAST","OC",0.0281609922794583
"904","unite","gen","ITS2",3,"BLAST","EPQ",0.297738080170684
"905","unite","gen","ITS2",3,"SINTAX","sensitivity",0.732333459899591
"906","unite","gen","ITS2",3,"SINTAX","MC",0.267666540100409
"907","unite","gen","ITS2",3,"SINTAX","OC",0
"908","unite","gen","ITS2",3,"SINTAX","EPQ",0.229428462943208
"909","unite","gen","ITS2",3,"CB","sensitivity",0.746983504197781
"910","unite","gen","ITS2",3,"CB","MC",0.253016495802219
"911","unite","gen","ITS2",3,"CB","OC",0.0644855081635236
"912","unite","gen","ITS2",3,"CB","EPQ",0.22608349756812
"913","unite","gen","Full",4,"RDP","sensitivity",0.761889607863937
"914","unite","gen","Full",4,"RDP","MC",0.238110392136063
"915","unite","gen","Full",4,"RDP","OC",0.0873024291927443
"916","unite","gen","Full",4,"RDP","EPQ",0.216566397429875
"917","unite","gen","Full",4,"BLAST","sensitivity",0.770358191011633
"918","unite","gen","Full",4,"BLAST","MC",0.229641808988367
"919","unite","gen","Full",4,"BLAST","OC",0.00716028428980588
"920","unite","gen","Full",4,"BLAST","EPQ",0.197858734031429
"921","unite","gen","Full",4,"SINTAX","sensitivity",0.728351189844772
"922","unite","gen","Full",4,"SINTAX","MC",0.271648810155228
"923","unite","gen","Full",4,"SINTAX","OC",0
"924","unite","gen","Full",4,"SINTAX","EPQ",0.23284183727591
"925","unite","gen","Full",4,"CB","sensitivity",0.790079912308617
"926","unite","gen","Full",4,"CB","MC",0.209920087691383
"927","unite","gen","Full",4,"CB","OC",0.0907499734804286
"928","unite","gen","Full",4,"CB","EPQ",0.192895785661247
"929","unite","gen","ITS1",4,"RDP","sensitivity",0.664662054284194
"930","unite","gen","ITS1",4,"RDP","MC",0.335337945715806
"931","unite","gen","ITS1",4,"RDP","OC",0.0434805747738159
"932","unite","gen","ITS1",4,"RDP","EPQ",0.293644035581236
"933","unite","gen","ITS1",4,"BLAST","sensitivity",0.593604754301934
"934","unite","gen","ITS1",4,"BLAST","MC",0.406395245698066
"935","unite","gen","ITS1",4,"BLAST","OC",0.0449707291112294
"936","unite","gen","ITS1",4,"BLAST","EPQ",0.354763171899947
"937","unite","gen","ITS1",4,"SINTAX","sensitivity",0.689799538761753
"938","unite","gen","ITS1",4,"SINTAX","MC",0.310200461238247
"939","unite","gen","ITS1",4,"SINTAX","OC",0
"940","unite","gen","ITS1",4,"SINTAX","EPQ",0.265886109632783
"941","unite","gen","ITS1",4,"CB","sensitivity",0.711672875643073
"942","unite","gen","ITS1",4,"CB","MC",0.288327124356927
"943","unite","gen","ITS1",4,"CB","OC",0.0773815859499734
"944","unite","gen","ITS1",4,"CB","EPQ",0.258192047441648
"945","unite","gen","ITS2",4,"RDP","sensitivity",0.696345692184583
"946","unite","gen","ITS2",4,"RDP","MC",0.303654307815417
"947","unite","gen","ITS2",4,"RDP","OC",0.0414510536142971
"948","unite","gen","ITS2",4,"RDP","EPQ",0.2661967000724
"949","unite","gen","ITS2",4,"BLAST","sensitivity",0.631057170801102
"950","unite","gen","ITS2",4,"BLAST","MC",0.368942829198897
"951","unite","gen","ITS2",4,"BLAST","OC",0.0374499866631102
"952","unite","gen","ITS2",4,"BLAST","EPQ",0.321586708836642
"953","unite","gen","ITS2",4,"SINTAX","sensitivity",0.722779407842091
"954","unite","gen","ITS2",4,"SINTAX","MC",0.277220592157909
"955","unite","gen","ITS2",4,"SINTAX","OC",0
"956","unite","gen","ITS2",4,"SINTAX","EPQ",0.237617650421065
"957","unite","gen","ITS2",4,"CB","sensitivity",0.738481372810527
"958","unite","gen","ITS2",4,"CB","MC",0.261518627189473
"959","unite","gen","ITS2",4,"CB","OC",0.0718058148839691
"960","unite","gen","ITS2",4,"CB","EPQ",0.234416796860115
"961","unite","gen","Full",0,"mothur-wang","sensitivity",0.58454754211628
"962","unite","gen","Full",0,"mothur-wang","MC",0.41545245788372
"963","unite","gen","Full",0,"mothur-wang","OC",0.120587697372432
"964","unite","gen","Full",0,"mothur-wang","EPQ",0.373328920667822
"965","unite","gen","ITS1",0,"mothur-wang","sensitivity",0.447852448676474
"966","unite","gen","ITS1",0,"mothur-wang","MC",0.552147551323526
"967","unite","gen","ITS1",0,"mothur-wang","OC",0.0648843313190502
"968","unite","gen","ITS1",0,"mothur-wang","EPQ",0.482538519894316
"969","unite","gen","ITS2",0,"mothur-wang","sensitivity",0.469194022537972
"970","unite","gen","ITS2",0,"mothur-wang","MC",0.530805977462028
"971","unite","gen","ITS2",0,"mothur-wang","OC",0.0651028907398334
"972","unite","gen","ITS2",0,"mothur-wang","EPQ",0.464276965073143
"973","unite","gen","Full",0,"mothur-knn=3","sensitivity",0.592422117905261
"974","unite","gen","Full",0,"mothur-knn=3","MC",0.407577882094739
"975","unite","gen","Full",0,"mothur-knn=3","OC",0.000121928915442297
"976","unite","gen","Full",0,"mothur-knn=3","EPQ",0.349369888783411
"977","unite","gen","ITS1",0,"mothur-knn=3","sensitivity",0.550336731164418
"978","unite","gen","ITS1",0,"mothur-knn=3","MC",0.449663268835582
"979","unite","gen","ITS1",0,"mothur-knn=3","OC",0.000549349935909174
"980","unite","gen","ITS1",0,"mothur-knn=3","EPQ",0.3855041375642
"981","unite","gen","ITS2",0,"mothur-knn=3","sensitivity",0.557620855789646
"982","unite","gen","ITS2",0,"mothur-knn=3","MC",0.442379144210354
"983","unite","gen","ITS2",0,"mothur-knn=3","OC",0.000306222439980402
"984","unite","gen","ITS2",0,"mothur-knn=3","EPQ",0.37922586967173
"985","unite","fam","Full",0,"mothur-wang","sensitivity",0.593392885884436
"986","unite","fam","Full",0,"mothur-wang","MC",0.406607114115564
"987","unite","fam","Full",0,"mothur-wang","OC",0.0941775309834219
"988","unite","fam","Full",0,"mothur-wang","EPQ",0.317341518934952
"989","unite","fam","ITS1",0,"mothur-wang","sensitivity",0.465700249657727
"990","unite","fam","ITS1",0,"mothur-wang","MC",0.534299750342273
"991","unite","fam","ITS1",0,"mothur-wang","OC",0.0178787146653781
"992","unite","fam","ITS1",0,"mothur-wang","EPQ",0.386750883006017
"993","unite","fam","ITS2",0,"mothur-wang","sensitivity",0.477332901501964
"994","unite","fam","ITS2",0,"mothur-wang","MC",0.522667098498036
"995","unite","fam","ITS2",0,"mothur-wang","OC",0.0208696004210356
"996","unite","fam","ITS2",0,"mothur-wang","EPQ",0.379296384761751
"997","unite","fam","Full",0,"mothur-knn=3","sensitivity",0.605552873008209
"998","unite","fam","Full",0,"mothur-knn=3","MC",0.394447126991791
"999","unite","fam","Full",0,"mothur-knn=3","OC",0.0778609367455336
"1000","unite","fam","Full",0,"mothur-knn=3","EPQ",0.303993929778575
"1001","unite","fam","ITS1",0,"mothur-knn=3","sensitivity",0.568800837561408
"1002","unite","fam","ITS1",0,"mothur-knn=3","MC",0.431199162438592
"1003","unite","fam","ITS1",0,"mothur-knn=3","OC",0.0726222114842555
"1004","unite","fam","ITS1",0,"mothur-knn=3","EPQ",0.328748605023067
"1005","unite","fam","ITS2",0,"mothur-knn=3","sensitivity",0.578033278004939
"1006","unite","fam","ITS2",0,"mothur-knn=3","MC",0.421966721995061
"1007","unite","fam","ITS2",0,"mothur-knn=3","OC",0.082263875956439
"1008","unite","fam","ITS2",0,"mothur-knn=3","EPQ",0.324908765984026
"1009","unite","gen","Full",1,"mothur-wang","sensitivity",0.567631231029924
"1010","unite","gen","Full",1,"mothur-wang","MC",0.432368768970076
"1011","unite","gen","Full",1,"mothur-wang","OC",0.131389307859896
"1012","unite","gen","Full",1,"mothur-wang","EPQ",0.389371703097193
"1013","unite","gen","ITS1",1,"mothur-wang","sensitivity",0.448740889858152
"1014","unite","gen","ITS1",1,"mothur-wang","MC",0.551259110141848
"1015","unite","gen","ITS1",1,"mothur-wang","OC",0.0667673209193088
"1016","unite","gen","ITS1",1,"mothur-wang","EPQ",0.482045997395771
"1017","unite","gen","ITS2",1,"mothur-wang","sensitivity",0.477424608300107
"1018","unite","gen","ITS2",1,"mothur-wang","MC",0.522575391699893
"1019","unite","gen","ITS2",1,"mothur-wang","OC",0.0702532711854889
"1020","unite","gen","ITS2",1,"mothur-wang","EPQ",0.457957945912121
"1021","unite","gen","Full",1,"mothur-knn=3","sensitivity",0.581094166061486
"1022","unite","gen","Full",1,"mothur-knn=3","MC",0.418905833938514
"1023","unite","gen","Full",1,"mothur-knn=3","OC",0.0239092788112396
"1024","unite","gen","Full",1,"mothur-knn=3","EPQ",0.362477754634617
"1025","unite","gen","ITS1",1,"mothur-knn=3","sensitivity",0.539683871087998
"1026","unite","gen","ITS1",1,"mothur-knn=3","MC",0.460316128912002
"1027","unite","gen","ITS1",1,"mothur-knn=3","OC",0.0356204216294805
"1028","unite","gen","ITS1",1,"mothur-knn=3","EPQ",0.399645313585928
"1029","unite","gen","ITS2",1,"mothur-knn=3","sensitivity",0.536989199004137
"1030","unite","gen","ITS2",1,"mothur-knn=3","MC",0.463010800995863
"1031","unite","gen","ITS2",1,"mothur-knn=3","OC",0.0433537372943225
"1032","unite","gen","ITS2",1,"mothur-knn=3","EPQ",0.403059791895643
"1033","unite","fam","Full",1,"mothur-wang","sensitivity",0.601652892561984
"1034","unite","fam","Full",1,"mothur-wang","MC",0.398347107438017
"1035","unite","fam","Full",1,"mothur-wang","OC",0.0855727655848065
"1036","unite","fam","Full",1,"mothur-wang","EPQ",0.308983009765671
"1037","unite","fam","ITS1",1,"mothur-wang","sensitivity",0.444470008216927
"1038","unite","fam","ITS1",1,"mothur-wang","MC",0.555529991783073
"1039","unite","fam","ITS1",1,"mothur-wang","OC",0.0336620104081074
"1040","unite","fam","ITS1",1,"mothur-wang","EPQ",0.406424854247369
"1041","unite","fam","ITS2",1,"mothur-wang","sensitivity",0.490266850068776
"1042","unite","fam","ITS2",1,"mothur-wang","MC",0.509733149931224
"1043","unite","fam","ITS2",1,"mothur-wang","OC",0.038707015130674
"1044","unite","fam","ITS2",1,"mothur-wang","EPQ",0.375154254273924
"1045","unite","fam","Full",1,"mothur-knn=3","sensitivity",0.639691314104318
"1046","unite","fam","Full",1,"mothur-knn=3","MC",0.360308685895682
"1047","unite","fam","Full",1,"mothur-knn=3","OC",0.0995840402824148
"1048","unite","fam","Full",1,"mothur-knn=3","EPQ",0.285815930006177
"1049","unite","fam","ITS1",1,"mothur-knn=3","sensitivity",0.574089290605314
"1050","unite","fam","ITS1",1,"mothur-knn=3","MC",0.425910709394686
"1051","unite","fam","ITS1",1,"mothur-knn=3","OC",0.0892906053136127
"1052","unite","fam","ITS1",1,"mothur-knn=3","EPQ",0.329733536800094
"1053","unite","fam","ITS2",1,"mothur-knn=3","sensitivity",0.608121045392022
"1054","unite","fam","ITS2",1,"mothur-knn=3","MC",0.391878954607978
"1055","unite","fam","ITS2",1,"mothur-knn=3","OC",0.105281980742779
"1056","unite","fam","ITS2",1,"mothur-knn=3","EPQ",0.309994104932207
"1057","unite","gen","Full",2,"mothur-wang","sensitivity",0.588786472958125
"1058","unite","gen","Full",2,"mothur-wang","MC",0.411213527041875
"1059","unite","gen","Full",2,"mothur-wang","OC",0.0952875106824564
"1060","unite","gen","Full",2,"mothur-wang","EPQ",0.36608123899053
"1061","unite","gen","ITS1",2,"mothur-wang","sensitivity",0.452497351910698
"1062","unite","gen","ITS1",2,"mothur-wang","MC",0.547502648089302
"1063","unite","gen","ITS1",2,"mothur-wang","OC",0.0538376924957223
"1064","unite","gen","ITS1",2,"mothur-wang","EPQ",0.476979083004505
"1065","unite","gen","ITS2",2,"mothur-wang","sensitivity",0.470924992831101
"1066","unite","gen","ITS2",2,"mothur-wang","MC",0.529075007168899
"1067","unite","gen","ITS2",2,"mothur-wang","OC",0.0690672237925525
"1068","unite","gen","ITS2",2,"mothur-wang","EPQ",0.463359609543707
"1069","unite","gen","Full",2,"mothur-knn=3","sensitivity",0.620264111016156
"1070","unite","gen","Full",2,"mothur-knn=3","MC",0.379735888983844
"1071","unite","gen","Full",2,"mothur-knn=3","OC",0.026492491759248
"1072","unite","gen","Full",2,"mothur-knn=3","EPQ",0.329272546523187
"1073","unite","gen","ITS1",2,"mothur-knn=3","sensitivity",0.570571579890817
"1074","unite","gen","ITS1",2,"mothur-knn=3","MC",0.429428420109183
"1075","unite","gen","ITS1",2,"mothur-knn=3","OC",0.0339159129797116
"1076","unite","gen","ITS1",2,"mothur-knn=3","EPQ",0.372926633376401
"1077","unite","gen","ITS2",2,"mothur-knn=3","sensitivity",0.582688132399328
"1078","unite","gen","ITS2",2,"mothur-knn=3","MC",0.417311867600672
"1079","unite","gen","ITS2",2,"mothur-knn=3","OC",0.0359469091802876
"1080","unite","gen","ITS2",2,"mothur-knn=3","EPQ",0.362831159254903
"1081","unite","fam","Full",2,"mothur-wang","sensitivity",0.584066405016466
"1082","unite","fam","Full",2,"mothur-wang","MC",0.415933594983534
"1083","unite","fam","Full",2,"mothur-wang","OC",0.100126313890017
"1084","unite","fam","Full",2,"mothur-wang","EPQ",0.325702943242529
"1085","unite","fam","ITS1",2,"mothur-wang","sensitivity",0.428113429061682
"1086","unite","fam","ITS1",2,"mothur-wang","MC",0.571886570938318
"1087","unite","fam","ITS1",2,"mothur-wang","OC",0.0193940214937235
"1088","unite","fam","ITS1",2,"mothur-wang","EPQ",0.414031556811291
"1089","unite","fam","ITS2",2,"mothur-wang","sensitivity",0.464435677685576
"1090","unite","fam","ITS2",2,"mothur-wang","MC",0.535564322314424
"1091","unite","fam","ITS2",2,"mothur-wang","OC",0.0327846551489593
"1092","unite","fam","ITS2",2,"mothur-wang","EPQ",0.391912988838577
"1093","unite","fam","Full",2,"mothur-knn=3","sensitivity",0.593585058871295
"1094","unite","fam","Full",2,"mothur-knn=3","MC",0.406414941128705
"1095","unite","fam","Full",2,"mothur-knn=3","OC",0.0828934903234538
"1096","unite","fam","Full",2,"mothur-knn=3","EPQ",0.313980240898633
"1097","unite","fam","ITS1",2,"mothur-knn=3","sensitivity",0.558529757066739
"1098","unite","fam","ITS1",2,"mothur-knn=3","MC",0.441470242933261
"1099","unite","fam","ITS1",2,"mothur-knn=3","OC",0.0809401246274722
"1100","unite","fam","ITS1",2,"mothur-knn=3","EPQ",0.338461637703036
"1101","unite","fam","ITS2",2,"mothur-knn=3","sensitivity",0.57610302453181
"1102","unite","fam","ITS2",2,"mothur-knn=3","MC",0.42389697546819
"1103","unite","fam","ITS2",2,"mothur-knn=3","OC",0.085090463882465
"1104","unite","fam","ITS2",2,"mothur-knn=3","EPQ",0.327095115015126
"1105","unite","gen","Full",3,"mothur-wang","sensitivity",0.546356783919598
"1106","unite","gen","Full",3,"mothur-wang","MC",0.453643216080402
"1107","unite","gen","Full",3,"mothur-wang","OC",0.0986180904522613
"1108","unite","gen","Full",3,"mothur-wang","EPQ",0.402925340990668
"1109","unite","gen","ITS1",3,"mothur-wang","sensitivity",0.384203354297694
"1110","unite","gen","ITS1",3,"mothur-wang","MC",0.615796645702306
"1111","unite","gen","ITS1",3,"mothur-wang","OC",0.0367924528301887
"1112","unite","gen","ITS1",3,"mothur-wang","EPQ",0.533081761006289
"1113","unite","gen","ITS2",3,"mothur-wang","sensitivity",0.440916661396074
"1114","unite","gen","ITS2",3,"mothur-wang","MC",0.559083338603926
"1115","unite","gen","ITS2",3,"mothur-wang","OC",0.0611599519321991
"1116","unite","gen","ITS2",3,"mothur-wang","EPQ",0.48795142622225
"1117","unite","gen","Full",3,"mothur-knn=3","sensitivity",0.554020100502513
"1118","unite","gen","Full",3,"mothur-knn=3","MC",0.445979899497487
"1119","unite","gen","Full",3,"mothur-knn=3","OC",6.28140703517588e-05
"1120","unite","gen","Full",3,"mothur-knn=3","EPQ",0.382277458722182
"1121","unite","gen","ITS1",3,"mothur-knn=3","sensitivity",0.505031446540881
"1122","unite","gen","ITS1",3,"mothur-knn=3","MC",0.494968553459119
"1123","unite","gen","ITS1",3,"mothur-knn=3","OC",0.000251572327044025
"1124","unite","gen","ITS1",3,"mothur-knn=3","EPQ",0.42429469901168
"1125","unite","gen","ITS2",3,"mothur-knn=3","sensitivity",0.5171926717686
"1126","unite","gen","ITS2",3,"mothur-knn=3","MC",0.4828073282314
"1127","unite","gen","ITS2",3,"mothur-knn=3","OC",0.000252988425779521
"1128","unite","gen","ITS2",3,"mothur-knn=3","EPQ",0.413870993973454
"1129","unite","fam","Full",3,"mothur-wang","sensitivity",0.619643402954661
"1130","unite","fam","Full",3,"mothur-wang","MC",0.380356597045339
"1131","unite","fam","Full",3,"mothur-wang","OC",0.0616148751910341
"1132","unite","fam","Full",3,"mothur-wang","EPQ",0.289287533658395
"1133","unite","fam","ITS1",3,"mothur-wang","sensitivity",0.414362217575356
"1134","unite","fam","ITS1",3,"mothur-wang","MC",0.585637782424644
"1135","unite","fam","ITS1",3,"mothur-wang","OC",0.0283827204569796
"1136","unite","fam","ITS1",3,"mothur-wang","EPQ",0.426422050433883
"1137","unite","fam","ITS2",3,"mothur-wang","sensitivity",0.477843698854337
"1138","unite","fam","ITS2",3,"mothur-wang","MC",0.522156301145663
"1139","unite","fam","ITS2",3,"mothur-wang","OC",0.0423230360065466
"1140","unite","fam","ITS2",3,"mothur-wang","EPQ",0.385061082534487
"1141","unite","fam","Full",3,"mothur-knn=3","sensitivity",0.649954151808456
"1142","unite","fam","Full",3,"mothur-knn=3","MC",0.350045848191544
"1143","unite","fam","Full",3,"mothur-knn=3","OC",0.117880794701987
"1144","unite","fam","Full",3,"mothur-knn=3","EPQ",0.283712975765956
"1145","unite","fam","ITS1",3,"mothur-knn=3","sensitivity",0.587127046462998
"1146","unite","fam","ITS1",3,"mothur-knn=3","MC",0.412872953537002
"1147","unite","fam","ITS1",3,"mothur-knn=3","OC",0.103177436629775
"1148","unite","fam","ITS1",3,"mothur-knn=3","EPQ",0.324388520134937
"1149","unite","fam","ITS2",3,"mothur-knn=3","sensitivity",0.62013093289689
"1150","unite","fam","ITS2",3,"mothur-knn=3","MC",0.37986906710311
"1151","unite","fam","ITS2",3,"mothur-knn=3","OC",0.10891468903437
"1152","unite","fam","ITS2",3,"mothur-knn=3","EPQ",0.302453530512041
"1153","unite","gen","Full",4,"mothur-wang","sensitivity",0.554276722888158
"1154","unite","gen","Full",4,"mothur-wang","MC",0.445723277111842
"1155","unite","gen","Full",4,"mothur-wang","OC",0.206057070117747
"1156","unite","gen","Full",4,"mothur-wang","EPQ",0.411485247541257
"1157","unite","gen","ITS1",4,"mothur-wang","sensitivity",0.480294825511432
"1158","unite","gen","ITS1",4,"mothur-wang","MC",0.519705174488568
"1159","unite","gen","ITS1",4,"mothur-wang","OC",0.0490019112338076
"1160","unite","gen","ITS1",4,"mothur-wang","EPQ",0.452461851166459
"1161","unite","gen","ITS2",4,"mothur-wang","sensitivity",0.485267722272574
"1162","unite","gen","ITS2",4,"mothur-wang","MC",0.514732277727426
"1163","unite","gen","ITS2",4,"mothur-wang","OC",0.059071280055446
"1164","unite","gen","ITS2",4,"mothur-wang","EPQ",0.449637849488572
"1165","unite","gen","Full",4,"mothur-knn=3","sensitivity",0.581918956189668
"1166","unite","gen","Full",4,"mothur-knn=3","MC",0.418081043810332
"1167","unite","gen","Full",4,"mothur-knn=3","OC",0.0220112442982921
"1168","unite","gen","Full",4,"mothur-knn=3","EPQ",0.361499643880041
"1169","unite","gen","ITS1",4,"mothur-knn=3","sensitivity",0.573874495646634
"1170","unite","gen","ITS1",4,"mothur-knn=3","MC",0.426125504353366
"1171","unite","gen","ITS1",4,"mothur-knn=3","OC",0.0302081121257167
"1172","unite","gen","ITS1",4,"mothur-knn=3","EPQ",0.369565876892273
"1173","unite","gen","ITS2",4,"mothur-knn=3","sensitivity",0.578699507739333
"1174","unite","gen","ITS2",4,"mothur-knn=3","MC",0.421300492260667
"1175","unite","gen","ITS2",4,"mothur-knn=3","OC",0.0310817294876579
"1176","unite","gen","ITS2",4,"mothur-knn=3","EPQ",0.365554954721666
"1177","unite","fam","Full",4,"mothur-wang","sensitivity",0.649441646595139
"1178","unite","fam","Full",4,"mothur-wang","MC",0.350558353404861
"1179","unite","fam","Full",4,"mothur-wang","OC",0.0559667177578279
"1180","unite","fam","Full",4,"mothur-wang","EPQ",0.266389314648566
"1181","unite","fam","ITS1",4,"mothur-wang","sensitivity",0.471077206365908
"1182","unite","fam","ITS1",4,"mothur-wang","MC",0.528922793634092
"1183","unite","fam","ITS1",4,"mothur-wang","OC",0.0356876671489324
"1184","unite","fam","ITS1",4,"mothur-wang","EPQ",0.387998471781189
"1185","unite","fam","ITS2",4,"mothur-wang","sensitivity",0.533115852583319
"1186","unite","fam","ITS2",4,"mothur-wang","MC",0.466884147416681
"1187","unite","fam","ITS2",4,"mothur-wang","OC",0.0482498677481926
"1188","unite","fam","ITS2",4,"mothur-wang","EPQ",0.347274353225685
"1189","unite","fam","Full",4,"mothur-knn=3","sensitivity",0.683529669367199
"1190","unite","fam","Full",4,"mothur-knn=3","MC",0.316470330632801
"1191","unite","fam","Full",4,"mothur-knn=3","OC",0.072410772936282
"1192","unite","fam","Full",4,"mothur-knn=3","EPQ",0.246739028433795
"1193","unite","fam","ITS1",4,"mothur-knn=3","sensitivity",0.625568854399579
"1194","unite","fam","ITS1",4,"mothur-knn=3","MC",0.374431145600421
"1195","unite","fam","ITS1",4,"mothur-knn=3","OC",0.0842211407777632
"1196","unite","fam","ITS1",4,"mothur-knn=3","EPQ",0.291514001365376
"1197","unite","fam","ITS2",4,"mothur-knn=3","sensitivity",0.653112325868454
"1198","unite","fam","ITS2",4,"mothur-knn=3","MC",0.346887674131546
"1199","unite","fam","ITS2",4,"mothur-knn=3","OC",0.0648254276141774
"1200","unite","fam","ITS2",4,"mothur-knn=3","EPQ",0.26629846084087
"1201","unite","gen","Full",0,"qiime2-Naive-Bayes","sensitivity",0.604869028023329
"1202","unite","gen","Full",0,"qiime2-Naive-Bayes","MC",0.395130971976671
"1203","unite","gen","Full",0,"qiime2-Naive-Bayes","OC",0.210510272511126
"1204","unite","gen","Full",0,"qiime2-Naive-Bayes","EPQ",0.368756586338736
"1205","unite","gen","ITS1",0,"qiime2-Naive-Bayes","sensitivity",0.53319497853466
"1206","unite","gen","ITS1",0,"qiime2-Naive-Bayes","MC",0.46680502146534
"1207","unite","gen","ITS1",0,"qiime2-Naive-Bayes","OC",0.163401086492095
"1208","unite","gen","ITS1",0,"qiime2-Naive-Bayes","EPQ",0.423461602183448
"1209","unite","gen","ITS2",0,"qiime2-Naive-Bayes","sensitivity",0.54708680385432
"1210","unite","gen","ITS2",0,"qiime2-Naive-Bayes","MC",0.45291319614568
"1211","unite","gen","ITS2",0,"qiime2-Naive-Bayes","OC",0.177609015188633
"1212","unite","gen","ITS2",0,"qiime2-Naive-Bayes","EPQ",0.413584027437531
"1213","unite","fam","Full",0,"qiime2-Naive-Bayes","sensitivity",0.613173990020924
"1214","unite","fam","Full",0,"qiime2-Naive-Bayes","MC",0.386826009979076
"1215","unite","fam","Full",0,"qiime2-Naive-Bayes","OC",0.196382584902624
"1216","unite","fam","Full",0,"qiime2-Naive-Bayes","EPQ",0.332413602814375
"1217","unite","fam","ITS1",0,"qiime2-Naive-Bayes","sensitivity",0.539518402190545
"1218","unite","fam","ITS1",0,"qiime2-Naive-Bayes","MC",0.460481597809455
"1219","unite","fam","ITS1",0,"qiime2-Naive-Bayes","OC",0.129157606507208
"1220","unite","fam","ITS1",0,"qiime2-Naive-Bayes","EPQ",0.365817600294527
"1221","unite","fam","ITS2",0,"qiime2-Naive-Bayes","sensitivity",0.547492004372293
"1222","unite","fam","ITS2",0,"qiime2-Naive-Bayes","MC",0.452507995627707
"1223","unite","fam","ITS2",0,"qiime2-Naive-Bayes","OC",0.140480142504352
"1224","unite","fam","ITS2",0,"qiime2-Naive-Bayes","EPQ",0.363357180449606
"1225","unite","gen","Full",1,"qiime2-Naive-Bayes","sensitivity",0.577863434072584
"1226","unite","gen","Full",1,"qiime2-Naive-Bayes","MC",0.422136565927416
