"","database","partition_level","region","k_iteration","classifier","Metric","value"
"424","unite","gen","Full",0,"CUC","EPQ",0.227308602999211
"425","unite","gen","ITS1",0,"CUC","sensitivity",0.67112676056338
"426","unite","gen","ITS1",0,"CUC","MC",0.32887323943662
"427","unite","gen","ITS1",0,"CUC","OC",0.00667483159828536
"428","unite","gen","ITS1",0,"CUC","EPQ",0.282844895459715
"429","unite","gen","ITS2",0,"CUC","sensitivity",0.71125408496732
"430","unite","gen","ITS2",0,"CUC","MC",0.28874591503268
"431","unite","gen","ITS2",0,"CUC","OC",0.00612745098039216
"432","unite","gen","ITS2",0,"CUC","EPQ",0.248371848739496
"433","unite","gen","Full",1,"CUC","sensitivity",0.744129750665698
"434","unite","gen","Full",1,"CUC","MC",0.255870249334302
"435","unite","gen","Full",1,"CUC","OC",0.00240210044131613
"436","unite","gen","Full",1,"CUC","EPQ",0.219660513778161
"437","unite","gen","ITS1",1,"CUC","sensitivity",0.680772898087386
"438","unite","gen","ITS1",1,"CUC","MC",0.319227101912614
"439","unite","gen","ITS1",1,"CUC","OC",0.00566492792641203
"440","unite","gen","ITS1",1,"CUC","EPQ",0.274432505628871
"441","unite","gen","ITS2",1,"CUC","sensitivity",0.70764520840355
"442","unite","gen","ITS2",1,"CUC","MC",0.29235479159645
"443","unite","gen","ITS2",1,"CUC","OC",0.00494326480170767
"444","unite","gen","ITS2",1,"CUC","EPQ",0.251296002054344
"445","unite","gen","Full",2,"CUC","sensitivity",0.720943718715664
"446","unite","gen","Full",2,"CUC","MC",0.279056281284336
"447","unite","gen","Full",2,"CUC","OC",0.0045781955805152
"448","unite","gen","Full",2,"CUC","EPQ",0.239845126183791
"449","unite","gen","ITS1",2,"CUC","sensitivity",0.646630738767428
"450","unite","gen","ITS1",2,"CUC","MC",0.353369261232572
"451","unite","gen","ITS1",2,"CUC","OC",0.00838998101537143
"452","unite","gen","ITS1",2,"CUC","EPQ",0.304086506915829
"453","unite","gen","ITS2",2,"CUC","sensitivity",0.678490921759089
"454","unite","gen","ITS2",2,"CUC","MC",0.321509078240912
"455","unite","gen","ITS2",2,"CUC","OC",0.00842247633099717
"456","unite","gen","ITS2",2,"CUC","EPQ",0.276782420825209
"457","unite","gen","Full",3,"CUC","sensitivity",0.740630234505863
"458","unite","gen","Full",3,"CUC","MC",0.259369765494137
"459","unite","gen","Full",3,"CUC","OC",0.00540201005025126
"460","unite","gen","Full",3,"CUC","EPQ",0.223088657573582
"461","unite","gen","ITS1",3,"CUC","sensitivity",0.665763153471172
"462","unite","gen","ITS1",3,"CUC","MC",0.334236846528828
"463","unite","gen","ITS1",3,"CUC","OC",0.008761976802824
"464","unite","gen","ITS1",3,"CUC","EPQ",0.287740436567971
"465","unite","gen","ITS2",3,"CUC","sensitivity",0.709562080749272
"466","unite","gen","ITS2",3,"CUC","MC",0.290437919250728
"467","unite","gen","ITS2",3,"CUC","OC",0.00784710796101759
"468","unite","gen","ITS2",3,"CUC","EPQ",0.250067803352198
"469","unite","gen","Full",4,"CUC","sensitivity",0.726857253986776
"470","unite","gen","Full",4,"CUC","MC",0.273142746013224
"471","unite","gen","Full",4,"CUC","OC",0.00355362257345921
"472","unite","gen","Full",4,"CUC","EPQ",0.234630014093258
"473","unite","gen","ITS1",4,"CUC","sensitivity",0.662684051800603
"474","unite","gen","ITS1",4,"CUC","MC",0.337315948199397
"475","unite","gen","ITS1",4,"CUC","OC",0.005747738158595
"476","unite","gen","ITS1",4,"CUC","EPQ",0.289949061050711
"477","unite","gen","ITS2",4,"CUC","sensitivity",0.694558548946386
"478","unite","gen","ITS2",4,"CUC","MC",0.305441451053614
"479","unite","gen","ITS2",4,"CUC","OC",0.00501467057882102
"480","unite","gen","ITS2",4,"CUC","EPQ",0.262523339557215
"481","unite","fam","Full",0,"RDP","sensitivity",0.704691775309834
"482","unite","fam","Full",0,"RDP","MC",0.295308224690166
"483","unite","fam","Full",0,"RDP","OC",0.0528126508932883
"484","unite","fam","Full",0,"RDP","EPQ",0.226023775033915
"485","unite","fam","Full",0,"BLAST","sensitivity",0.733888620634154
"486","unite","fam","Full",0,"BLAST","MC",0.266111379365846
"487","unite","fam","Full",0,"BLAST","OC",0.0497143087075487
"488","unite","fam","Full",0,"BLAST","EPQ",0.204283644892047
"489","unite","fam","Full",0,"SINTAX","sensitivity",0.672452921294061
"490","unite","fam","Full",0,"SINTAX","MC",0.327547078705939
"491","unite","fam","Full",0,"SINTAX","OC",0.0153709962980847
"492","unite","fam","Full",0,"SINTAX","EPQ",0.238353912303695
"493","unite","fam","Full",0,"CB","sensitivity",0.751770481248994
"494","unite","fam","Full",0,"CB","MC",0.248229518751006
"495","unite","fam","Full",0,"CB","OC",0.0927289554160631
"496","unite","fam","Full",0,"CB","EPQ",0.203800786369594
"497","unite","fam","ITS1",0,"RDP","sensitivity",0.570697242520893
"498","unite","fam","ITS1",0,"RDP","MC",0.429302757479107
"499","unite","fam","ITS1",0,"RDP","OC",0.0286446768137591
"500","unite","fam","ITS1",0,"RDP","EPQ",0.31482902014615
"501","unite","fam","ITS1",0,"BLAST","sensitivity",0.466405587629698
"502","unite","fam","ITS1",0,"BLAST","MC",0.533594412370302
"503","unite","fam","ITS1",0,"BLAST","OC",0.0529694376034559
"504","unite","fam","ITS1",0,"BLAST","EPQ",0.396272991008346
"505","unite","fam","ITS1",0,"SINTAX","sensitivity",0.609665307440753
"506","unite","fam","ITS1",0,"SINTAX","MC",0.390334692559247
"507","unite","fam","ITS1",0,"SINTAX","OC",0.0268480762243127
"508","unite","fam","ITS1",0,"SINTAX","EPQ",0.286481373606409
"509","unite","fam","ITS1",0,"CB","sensitivity",0.632887884048609
"510","unite","fam","ITS1",0,"CB","MC",0.367112115951391
"511","unite","fam","ITS1",0,"CB","OC",0.0832895958658
"512","unite","fam","ITS1",0,"CB","EPQ",0.286019967355508
"513","unite","fam","ITS2",0,"RDP","sensitivity",0.581392522985945
"514","unite","fam","ITS2",0,"RDP","MC",0.418607477014055
"515","unite","fam","ITS2",0,"RDP","OC",0.0241200534651059
"516","unite","fam","ITS2",0,"RDP","EPQ",0.305896784571498
"517","unite","fam","ITS2",0,"BLAST","sensitivity",0.482749402567945
"518","unite","fam","ITS2",0,"BLAST","MC",0.517250597432055
"519","unite","fam","ITS2",0,"BLAST","OC",0.0488881688201223
"520","unite","fam","ITS2",0,"BLAST","EPQ",0.383432760685788
"521","unite","fam","ITS2",0,"SINTAX","sensitivity",0.644627161893961
"522","unite","fam","ITS2",0,"SINTAX","MC",0.355372838106039
"523","unite","fam","ITS2",0,"SINTAX","OC",0.0206367208068371
"524","unite","fam","ITS2",0,"SINTAX","EPQ",0.259733947449124
"525","unite","fam","ITS2",0,"CB","sensitivity",0.657045647859371
"526","unite","fam","ITS2",0,"CB","MC",0.342954352140629
"527","unite","fam","ITS2",0,"CB","OC",0.0730892300214671
"528","unite","fam","ITS2",0,"CB","EPQ",0.265850031535154
"529","unite","fam","Full",1,"RDP","sensitivity",0.695057741776586
"530","unite","fam","Full",1,"RDP","MC",0.304942258223414
"531","unite","fam","Full",1,"RDP","OC",0.0638990750369438
"532","unite","fam","Full",1,"RDP","EPQ",0.236072777312994
"533","unite","fam","Full",1,"BLAST","sensitivity",0.730250123145969
"534","unite","fam","Full",1,"BLAST","MC",0.269749876854031
"535","unite","fam","Full",1,"BLAST","OC",0.0607793771550545
"536","unite","fam","Full",1,"BLAST","EPQ",0.210044019797181
"537","unite","fam","Full",1,"SINTAX","sensitivity",0.65926331344754
"538","unite","fam","Full",1,"SINTAX","MC",0.34073668655246
"539","unite","fam","Full",1,"SINTAX","OC",0.0165836571616222
"540","unite","fam","Full",1,"SINTAX","EPQ",0.248121535297935
"541","unite","fam","Full",1,"CB","sensitivity",0.751945706310547
"542","unite","fam","Full",1,"CB","MC",0.248054293689453
"543","unite","fam","Full",1,"CB","OC",0.111214492912265
"544","unite","fam","Full",1,"CB","EPQ",0.208957207753114
"545","unite","fam","ITS1",1,"RDP","sensitivity",0.546208791208791
"546","unite","fam","ITS1",1,"RDP","MC",0.453791208791209
"547","unite","fam","ITS1",1,"RDP","OC",0.0367032967032967
"548","unite","fam","ITS1",1,"RDP","EPQ",0.334623233908948
"549","unite","fam","ITS1",1,"BLAST","sensitivity",0.441945054945055
"550","unite","fam","ITS1",1,"BLAST","MC",0.558054945054945
"551","unite","fam","ITS1",1,"BLAST","OC",0.0651923076923077
"552","unite","fam","ITS1",1,"BLAST","EPQ",0.41723704866562
"553","unite","fam","ITS1",1,"SINTAX","sensitivity",0.598417582417582
"554","unite","fam","ITS1",1,"SINTAX","MC",0.401582417582418
"555","unite","fam","ITS1",1,"SINTAX","OC",0.0254395604395604
"556","unite","fam","ITS1",1,"SINTAX","EPQ",0.294113029827316
"557","unite","fam","ITS1",1,"CB","sensitivity",0.619692307692308
"558","unite","fam","ITS1",1,"CB","MC",0.380307692307692
"559","unite","fam","ITS1",1,"CB","OC",0.091978021978022
"560","unite","fam","ITS1",1,"CB","EPQ",0.297927786499215
"561","unite","fam","ITS2",1,"RDP","sensitivity",0.582343552204304
"562","unite","fam","ITS2",1,"RDP","MC",0.417656447795696
"563","unite","fam","ITS2",1,"RDP","OC",0.0386922780560295
"564","unite","fam","ITS2",1,"RDP","EPQ",0.30938097072722
"565","unite","fam","ITS2",1,"BLAST","sensitivity",0.490406736749408
"566","unite","fam","ITS2",1,"BLAST","MC",0.509593263250592
"567","unite","fam","ITS2",1,"BLAST","OC",0.0712477296494028
"568","unite","fam","ITS2",1,"BLAST","EPQ",0.384351682221681
"569","unite","fam","ITS2",1,"SINTAX","sensitivity",0.631691342396389
"570","unite","fam","ITS2",1,"SINTAX","MC",0.368308657603611
"571","unite","fam","ITS2",1,"SINTAX","OC",0.0292256040508559
"572","unite","fam","ITS2",1,"SINTAX","EPQ",0.271427785159966
"573","unite","fam","ITS2",1,"CB","sensitivity",0.647267323463041
"574","unite","fam","ITS2",1,"CB","MC",0.352732676536959
"575","unite","fam","ITS2",1,"CB","OC",0.102977599207441
"576","unite","fam","ITS2",1,"CB","EPQ",0.281374083014239
"577","unite","fam","Full",2,"RDP","sensitivity",0.695691794108359
"578","unite","fam","Full",2,"RDP","MC",0.304308205891641
"579","unite","fam","Full",2,"RDP","OC",0.0567961384039338
"580","unite","fam","Full",2,"RDP","EPQ",0.233590472323724
"581","unite","fam","Full",2,"BLAST","sensitivity",0.737772364325349
"582","unite","fam","Full",2,"BLAST","MC",0.262227635674652
"583","unite","fam","Full",2,"BLAST","OC",0.0505255560066766
"584","unite","fam","Full",2,"BLAST","EPQ",0.201741327198087
"585","unite","fam","Full",2,"SINTAX","sensitivity",0.678206342761763
"586","unite","fam","Full",2,"SINTAX","MC",0.321793657238237
"587","unite","fam","Full",2,"SINTAX","OC",0.0251274416926061
"588","unite","fam","Full",2,"SINTAX","EPQ",0.237031881368057
"589","unite","fam","Full",2,"CB","sensitivity",0.75393151982677
"590","unite","fam","Full",2,"CB","MC",0.24606848017323
"591","unite","fam","Full",2,"CB","OC",0.108404384896468
"592","unite","fam","Full",2,"CB","EPQ",0.206735881522727
"593","unite","fam","ITS1",2,"RDP","sensitivity",0.557719822511999
"594","unite","fam","ITS1",2,"RDP","MC",0.442280177488001
"595","unite","fam","ITS1",2,"RDP","OC",0.0290908267680884
"596","unite","fam","ITS1",2,"RDP","EPQ",0.324226077282312
"597","unite","fam","ITS1",2,"BLAST","sensitivity",0.465371728696912
"598","unite","fam","ITS1",2,"BLAST","MC",0.534628271303088
"599","unite","fam","ITS1",2,"BLAST","OC",0.0532464004346645
"600","unite","fam","ITS1",2,"BLAST","EPQ",0.39709059391211
"601","unite","fam","ITS1",2,"SINTAX","sensitivity",0.609635062935796
"602","unite","fam","ITS1",2,"SINTAX","MC",0.390364937064204
"603","unite","fam","ITS1",2,"SINTAX","OC",0.0228425246762655
"604","unite","fam","ITS1",2,"SINTAX","EPQ",0.285358533524793
"605","unite","fam","ITS1",2,"CB","sensitivity",0.628887077786833
"606","unite","fam","ITS1",2,"CB","MC",0.371112922213167
"607","unite","fam","ITS1",2,"CB","OC",0.0818618129131577
"608","unite","fam","ITS1",2,"CB","EPQ",0.28846974812745
"609","unite","fam","ITS2",2,"RDP","sensitivity",0.574459011931225
"610","unite","fam","ITS2",2,"RDP","MC",0.425540988068775
"611","unite","fam","ITS2",2,"RDP","OC",0.029714648641292
"612","unite","fam","ITS2",2,"RDP","EPQ",0.312447748232351
"613","unite","fam","ITS2",2,"BLAST","sensitivity",0.511282493308533
"614","unite","fam","ITS2",2,"BLAST","MC",0.488717506691467
"615","unite","fam","ITS2",2,"BLAST","OC",0.0869437009481468
"616","unite","fam","ITS2",2,"BLAST","EPQ",0.373924990764804
"617","unite","fam","ITS2",2,"SINTAX","sensitivity",0.641600508097809
"618","unite","fam","ITS2",2,"SINTAX","MC",0.358399491902191
"619","unite","fam","ITS2",2,"SINTAX","OC",0.0217983033162455
"620","unite","fam","ITS2",2,"SINTAX","EPQ",0.262227723734778
"621","unite","fam","ITS2",2,"CB","sensitivity",0.657968516082203
"622","unite","fam","ITS2",2,"CB","MC",0.342031483917797
"623","unite","fam","ITS2",2,"CB","OC",0.111849566755886
"624","unite","fam","ITS2",2,"CB","EPQ",0.276265221871537
"625","unite","fam","Full",3,"RDP","sensitivity",0.671523178807947
"626","unite","fam","Full",3,"RDP","MC",0.328476821192053
"627","unite","fam","Full",3,"RDP","OC",0.0636525725929699
"628","unite","fam","Full",3,"RDP","EPQ",0.252812750163744
"629","unite","fam","Full",3,"BLAST","sensitivity",0.731197147223637
"630","unite","fam","Full",3,"BLAST","MC",0.268802852776363
"631","unite","fam","Full",3,"BLAST","OC",0.0522924095771778
"632","unite","fam","Full",3,"BLAST","EPQ",0.206942726148024
"633","unite","fam","Full",3,"SINTAX","sensitivity",0.673744268976057
"634","unite","fam","Full",3,"SINTAX","MC",0.326255731023943
"635","unite","fam","Full",3,"SINTAX","OC",0.0239938869077942
"636","unite","fam","Full",3,"SINTAX","EPQ",0.239895204133615
"637","unite","fam","Full",3,"CB","sensitivity",0.742363728986246
"638","unite","fam","Full",3,"CB","MC",0.257636271013754
"639","unite","fam","Full",3,"CB","OC",0.111487519103413
"640","unite","fam","Full",3,"CB","EPQ",0.215879484753657
"641","unite","fam","ITS1",3,"RDP","sensitivity",0.526894152555379
"642","unite","fam","ITS1",3,"RDP","MC",0.473105847444621
"643","unite","fam","ITS1",3,"RDP","OC",0.0230725942599887
"644","unite","fam","ITS1",3,"RDP","EPQ",0.344524917963297
"645","unite","fam","ITS1",3,"BLAST","sensitivity",0.431697958766051
"646","unite","fam","ITS1",3,"BLAST","MC",0.568302041233949
"647","unite","fam","ITS1",3,"BLAST","OC",0.0483450145802425
"648","unite","fam","ITS1",3,"BLAST","EPQ",0.419742890761461
"649","unite","fam","ITS1",3,"SINTAX","sensitivity",0.59120069575894
"650","unite","fam","ITS1",3,"SINTAX","MC",0.40879930424106
"651","unite","fam","ITS1",3,"SINTAX","OC",0.0212308794188367
"652","unite","fam","ITS1",3,"SINTAX","EPQ",0.298065468577568
"653","unite","fam","ITS1",3,"CB","sensitivity",0.614211899524224
"654","unite","fam","ITS1",3,"CB","MC",0.385788100475776
"655","unite","fam","ITS1",3,"CB","OC",0.0726198393615389
"656","unite","fam","ITS1",3,"CB","EPQ",0.296311454443137
"657","unite","fam","ITS2",3,"RDP","sensitivity",0.551895625479662
"658","unite","fam","ITS2",3,"RDP","MC",0.448104374520338
"659","unite","fam","ITS2",3,"RDP","OC",0.0408800204655922
"660","unite","fam","ITS2",3,"RDP","EPQ",0.331754559076125
"661","unite","fam","ITS2",3,"BLAST","sensitivity",0.463218214377079
"662","unite","fam","ITS2",3,"BLAST","MC",0.536781785622921
"663","unite","fam","ITS2",3,"BLAST","OC",0.0723970324891277
"664","unite","fam","ITS2",3,"BLAST","EPQ",0.404100427584695
"665","unite","fam","ITS2",3,"SINTAX","sensitivity",0.619391148631364
"666","unite","fam","ITS2",3,"SINTAX","MC",0.380608851368636
"667","unite","fam","ITS2",3,"SINTAX","OC",0.0396776669224866
"668","unite","fam","ITS2",3,"SINTAX","EPQ",0.283199941526879
"669","unite","fam","ITS2",3,"CB","sensitivity",0.636786902020977
"670","unite","fam","ITS2",3,"CB","MC",0.363213097979023
"671","unite","fam","ITS2",3,"CB","OC",0.115732924021489
"672","unite","fam","ITS2",3,"CB","EPQ",0.292504476848299
"673","unite","fam","Full",4,"RDP","sensitivity",0.719299321217429
"674","unite","fam","Full",4,"RDP","MC",0.280700678782571
"675","unite","fam","Full",4,"RDP","OC",0.0739216115611999
"676","unite","fam","Full",4,"RDP","EPQ",0.22162094529075
"677","unite","fam","Full",4,"BLAST","sensitivity",0.749235822202759
"678","unite","fam","Full",4,"BLAST","MC",0.250764177797241
"679","unite","fam","Full",4,"BLAST","OC",0.0430041602802715
"680","unite","fam","Full",4,"BLAST","EPQ",0.191404172792393
"681","unite","fam","Full",4,"SINTAX","sensitivity",0.701318151959711
"682","unite","fam","Full",4,"SINTAX","MC",0.298681848040289
"683","unite","fam","Full",4,"SINTAX","OC",0.022312239982483
"684","unite","fam","Full",4,"SINTAX","EPQ",0.219719102880916
"685","unite","fam","Full",4,"CB","sensitivity",0.75880884606963
"686","unite","fam","Full",4,"CB","MC",0.24119115393037
"687","unite","fam","Full",4,"CB","OC",0.108867965841909
"688","unite","fam","Full",4,"CB","EPQ",0.203384528762238
"689","unite","fam","ITS1",4,"RDP","sensitivity",0.586525446075415
"690","unite","fam","ITS1",4,"RDP","MC",0.413474553924585
"691","unite","fam","ITS1",4,"RDP","OC",0.0269183440274238
"692","unite","fam","ITS1",4,"RDP","EPQ",0.303029922525396
"693","unite","fam","ITS1",4,"BLAST","sensitivity",0.485119099938472
"694","unite","fam","ITS1",4,"BLAST","MC",0.514880900061528
"695","unite","fam","ITS1",4,"BLAST","OC",0.0669772347719082
"696","unite","fam","ITS1",4,"BLAST","EPQ",0.386908424264494
"697","unite","fam","ITS1",4,"SINTAX","sensitivity",0.641671793970291
"698","unite","fam","ITS1",4,"SINTAX","MC",0.358328206029709
"699","unite","fam","ITS1",4,"SINTAX","OC",0.0196668717588116
"700","unite","fam","ITS1",4,"SINTAX","EPQ",0.261567824809453
"701","unite","fam","ITS1",4,"CB","sensitivity",0.658029357475609
"702","unite","fam","ITS1",4,"CB","MC",0.341970642524391
"703","unite","fam","ITS1",4,"CB","OC",0.0882262459347807
"704","unite","fam","ITS1",4,"CB","EPQ",0.269472243498788
"705","unite","fam","ITS2",4,"RDP","sensitivity",0.628101433296582
"706","unite","fam","ITS2",4,"RDP","MC",0.371898566703418
"707","unite","fam","ITS2",4,"RDP","OC",0.0262624035281147
"708","unite","fam","ITS2",4,"RDP","EPQ",0.27314537722476
"709","unite","fam","ITS2",4,"BLAST","sensitivity",0.530681367144432
"710","unite","fam","ITS2",4,"BLAST","MC",0.469318632855568
"711","unite","fam","ITS2",4,"BLAST","OC",0.0558103638368247
"712","unite","fam","ITS2",4,"BLAST","EPQ",0.351173413135927
"713","unite","fam","ITS2",4,"SINTAX","sensitivity",0.676145534729879
"714","unite","fam","ITS2",4,"SINTAX","MC",0.323854465270121
"715","unite","fam","ITS2",4,"SINTAX","OC",0.022425578831312
"716","unite","fam","ITS2",4,"SINTAX","EPQ",0.237731926287604
"717","unite","fam","ITS2",4,"CB","sensitivity",0.68684454244763
"718","unite","fam","ITS2",4,"CB","MC",0.31315545755237
"719","unite","fam","ITS2",4,"CB","OC",0.0783020948180816
"720","unite","fam","ITS2",4,"CB","EPQ",0.246054496771145
"721","unite","gen","Full",0,"RDP","sensitivity",0.774716007234449
"722","unite","gen","Full",0,"RDP","MC",0.225283992765551
"723","unite","gen","Full",0,"RDP","OC",0.0972992745229531
"724","unite","gen","Full",0,"RDP","EPQ",0.207000461588037
"725","unite","gen","Full",0,"BLAST","sensitivity",0.788595582108964
"726","unite","gen","Full",0,"BLAST","MC",0.211404417891036
"727","unite","gen","Full",0,"BLAST","OC",0.00810827287691276
"728","unite","gen","Full",0,"BLAST","EPQ",0.182362111460447
"729","unite","gen","Full",0,"SINTAX","sensitivity",0.745219370440367
"730","unite","gen","Full",0,"SINTAX","MC",0.254780629559633
"731","unite","gen","Full",0,"SINTAX","OC",0
"732","unite","gen","Full",0,"SINTAX","EPQ",0.2183833967654
"733","unite","gen","Full",0,"CB","sensitivity",0.801377796744498
"734","unite","gen","Full",0,"CB","MC",0.198622203255502
"735","unite","gen","Full",0,"CB","OC",0.102725111260135
"736","unite","gen","Full",0,"CB","EPQ",0.184922618684735
"737","unite","gen","ITS1",0,"RDP","sensitivity",0.67188201673811
"738","unite","gen","ITS1",0,"RDP","MC",0.32811798326189
"739","unite","gen","ITS1",0,"RDP","OC",0.0472749540722596
"740","unite","gen","ITS1",0,"RDP","EPQ",0.287997550520514
"741","unite","gen","ITS1",0,"BLAST","sensitivity",0.602643396611553
"742","unite","gen","ITS1",0,"BLAST","MC",0.397356603388447
"743","unite","gen","ITS1",0,"BLAST","OC",0.0428658909981629
"744","unite","gen","ITS1",0,"BLAST","EPQ",0.346715073046978
"745","unite","gen","ITS1",0,"SINTAX","sensitivity",0.700683813023066
"746","unite","gen","ITS1",0,"SINTAX","MC",0.299316186976934
"747","unite","gen","ITS1",0,"SINTAX","OC",0
"748","unite","gen","ITS1",0,"SINTAX","EPQ",0.256556731694515
"749","unite","gen","ITS1",0,"CB","sensitivity",0.720289855072464
"750","unite","gen","ITS1",0,"CB","MC",0.279710144927536
"751","unite","gen","ITS1",0,"CB","OC",0.0824862216778934
"752","unite","gen","ITS1",0,"CB","EPQ",0.251535298749016
"753","unite","gen","ITS2",0,"RDP","sensitivity",0.712418300653595
"754","unite","gen","ITS2",0,"RDP","MC",0.287581699346405
"755","unite","gen","ITS2",0,"RDP","OC",0.0465686274509804
"756","unite","gen","ITS2",0,"RDP","EPQ",0.253151260504202
"757","unite","gen","ITS2",0,"BLAST","sensitivity",0.661825980392157
"758","unite","gen","ITS2",0,"BLAST","MC",0.338174019607843
"759","unite","gen","ITS2",0,"BLAST","OC",0.0392769607843137
"760","unite","gen","ITS2",0,"BLAST","EPQ",0.29547443977591
"761","unite","gen","ITS2",0,"SINTAX","sensitivity",0.738184232026144
"762","unite","gen","ITS2",0,"SINTAX","MC",0.261815767973856
"763","unite","gen","ITS2",0,"SINTAX","OC",0
"764","unite","gen","ITS2",0,"SINTAX","EPQ",0.224413515406162
"765","unite","gen","ITS2",0,"CB","sensitivity",0.753513071895425
"766","unite","gen","ITS2",0,"CB","MC",0.246486928104575
"767","unite","gen","ITS2",0,"CB","OC",0.0802083333333333
"768","unite","gen","ITS2",0,"CB","EPQ",0.222732843137255
"769","unite","gen","Full",1,"RDP","sensitivity",0.776790868294136
"770","unite","gen","Full",1,"RDP","MC",0.223209131705864
"771","unite","gen","Full",1,"RDP","OC",0.0838500642422211
"772","unite","gen","Full",1,"RDP","EPQ",0.203300693496772
"773","unite","gen","Full",1,"BLAST","sensitivity",0.779444351339776
"774","unite","gen","Full",1,"BLAST","MC",0.220555648660224
"775","unite","gen","Full",1,"BLAST","OC",0.00502765208647562
"776","unite","gen","Full",1,"BLAST","EPQ",0.189765934863974
"777","unite","gen","Full",1,"SINTAX","sensitivity",0.745330800886356
"778","unite","gen","Full",1,"SINTAX","MC",0.254669199113644
"779","unite","gen","Full",1,"SINTAX","OC",0
"780","unite","gen","Full",1,"SINTAX","EPQ",0.218287884954552
"781","unite","gen","Full",1,"CB","sensitivity",0.800858425041432
"782","unite","gen","Full",1,"CB","MC",0.199141574958568
"783","unite","gen","Full",1,"CB","OC",0.087034243896989
"784","unite","gen","Full",1,"CB","EPQ",0.183126241949771
"785","unite","gen","ITS1",1,"RDP","sensitivity",0.68295099743863
"786","unite","gen","ITS1",1,"RDP","MC",0.31704900256137
"787","unite","gen","ITS1",1,"RDP","OC",0.0412249705535925
"788","unite","gen","ITS1",1,"RDP","EPQ",0.277645569417402
"789","unite","gen","ITS1",1,"BLAST","sensitivity",0.625899751341447
"790","unite","gen","ITS1",1,"BLAST","MC",0.374100248658553
"791","unite","gen","ITS1",1,"BLAST","OC",0.0353917774412474
"792","unite","gen","ITS1",1,"BLAST","EPQ",0.325713324198938
"793","unite","gen","ITS1",1,"SINTAX","sensitivity",0.707040963224709
"794","unite","gen","ITS1",1,"SINTAX","MC",0.292959036775291
"795","unite","gen","ITS1",1,"SINTAX","OC",0
"796","unite","gen","ITS1",1,"SINTAX","EPQ",0.251107745807392
"797","unite","gen","ITS1",1,"CB","sensitivity",0.729476321349113
"798","unite","gen","ITS1",1,"CB","MC",0.270523678650887
"799","unite","gen","ITS1",1,"CB","OC",0.0696617869762746
"800","unite","gen","ITS1",1,"CB","EPQ",0.241829122697371
"801","unite","gen","ITS2",1,"RDP","sensitivity",0.709040182751002
"802","unite","gen","ITS2",1,"RDP","MC",0.290959817248998
"803","unite","gen","ITS2",1,"RDP","OC",0.0411751488596787
"804","unite","gen","ITS2",1,"RDP","EPQ",0.255276293193381
"805","unite","gen","ITS2",1,"BLAST","sensitivity",0.668052278770176
"806","unite","gen","ITS2",1,"BLAST","MC",0.331947721229824
"807","unite","gen","ITS2",1,"BLAST","OC",0.0355578024941018
"808","unite","gen","ITS2",1,"BLAST","EPQ",0.289606304267578
"809","unite","gen","ITS2",1,"SINTAX","sensitivity",0.734449312811295
"810","unite","gen","ITS2",1,"SINTAX","MC",0.265550687188705
"811","unite","gen","ITS2",1,"SINTAX","OC",0
"812","unite","gen","ITS2",1,"SINTAX","EPQ",0.227614874733176
"813","unite","gen","ITS2",1,"CB","sensitivity",0.753033367037412
"814","unite","gen","ITS2",1,"CB","MC",0.246966632962588
"815","unite","gen","ITS2",1,"CB","OC",0.070273003033367
"816","unite","gen","ITS2",1,"CB","EPQ",0.221724685829843
"817","unite","gen","Full",2,"RDP","sensitivity",0.757355634232694
"818","unite","gen","Full",2,"RDP","MC",0.242644365767306
"819","unite","gen","Full",2,"RDP","OC",0.104565987058967
"820","unite","gen","Full",2,"RDP","EPQ",0.222918883094686
"821","unite","gen","Full",2,"BLAST","sensitivity",0.770174581858137
"822","unite","gen","Full",2,"BLAST","MC",0.229825418141863
"823","unite","gen","Full",2,"BLAST","OC",0.00671468685142229
"824","unite","gen","Full",2,"BLAST","EPQ",0.197952456528943
"825","unite","gen","Full",2,"SINTAX","sensitivity",0.723161600130224
"826","unite","gen","Full",2,"SINTAX","MC",0.276838399869776
"827","unite","gen","Full",2,"SINTAX","OC",0
"828","unite","gen","Full",2,"SINTAX","EPQ",0.237290057031236
"829","unite","gen","Full",2,"CB","sensitivity",0.787205469417654
"830","unite","gen","Full",2,"CB","MC",0.212794530582346
"831","unite","gen","Full",2,"CB","OC",0.108777926993041
"832","unite","gen","Full",2,"CB","EPQ",0.197935015783874
"833","unite","gen","ITS1",2,"RDP","sensitivity",0.648488374466695
"834","unite","gen","ITS1",2,"RDP","MC",0.351511625533305
"835","unite","gen","ITS1",2,"RDP","OC",0.0545654969685835
"836","unite","gen","ITS1",2,"RDP","EPQ",0.309090750024059
"837","unite","gen","ITS1",2,"BLAST","sensitivity",0.569671545512075
"838","unite","gen","ITS1",2,"BLAST","MC",0.430328454487925
"839","unite","gen","ITS1",2,"BLAST","OC",0.0456243493171658
"840","unite","gen","ITS1",2,"BLAST","EPQ",0.375370725177817
"841","unite","gen","ITS1",2,"SINTAX","sensitivity",0.681895196684835
"842","unite","gen","ITS1",2,"SINTAX","MC",0.318104803315165
"843","unite","gen","ITS1",2,"SINTAX","OC",0
"844","unite","gen","ITS1",2,"SINTAX","EPQ",0.272661259984427
"845","unite","gen","ITS1",2,"CB","sensitivity",0.701012513523996
